|    cntr_01|	dist_x|	pang_x|	ra_01|	dec_01|	ra|	dec|	sigra|	sigdec|	sigradec|	w1mpro|	w1sigmpro|	w1snr|	w1rchi2|	w2mpro|	w2sigmpro|	w2snr|	w2rchi2|	w3mpro|	w3sigmpro|	w3snr|	w3rchi2|	w4mpro|	w4sigmpro|	w4snr|	w4rchi2|	cc_flags|	ext_flg|	var_flg|	ph_qual|	w1mag|	w1sigm|	w1flg|	w2mag|	w2sigm|	w2flg|	w3mag|	w3sigm|	w3flg|	w4mag|	w4sigm|	w4flg|	w1mag_1|	w1sigm_1|	w1flg_1|	w2mag_1|	w2sigm_1|	w2flg_1|	w3mag_1|	w3sigm_1|	w3flg_1|	w4mag_1|	w4sigm_1|	w4flg_1|	w1mag_2|	w1sigm_2|	w1flg_2|	w2mag_2|	w2sigm_2|	w2flg_2|	w3mag_2|	w3sigm_2|	w3flg_2|	w4mag_2|	w4sigm_2|	w4flg_2|	w1mag_3|	w1sigm_3|	w1flg_3|	w2mag_3|	w2sigm_3|	w2flg_3|	w3mag_3|	w3sigm_3|	w3flg_3|	w4mag_3|	w4sigm_3|	w4flg_3|	w1mag_4|	w1sigm_4|	w1flg_4|	w2mag_4|	w2sigm_4|	w2flg_4|	w3mag_4|	w3sigm_4|	w3flg_4|	w4mag_4|	w4sigm_4|	w4flg_4|	w1mag_5|	w1sigm_5|	w1flg_5|	w2mag_5|	w2sigm_5|	w2flg_5|	w3mag_5|	w3sigm_5|	w3flg_5|	w4mag_5|	w4sigm_5|	w4flg_5|	w1mag_6|	w1sigm_6|	w1flg_6|	w2mag_6|	w2sigm_6|	w2flg_6|	w3mag_6|	w3sigm_6|	w3flg_6|	w4mag_6|	w4sigm_6|	w4flg_6|	w1mag_7|	w1sigm_7|	w1flg_7|	w2mag_7|	w2sigm_7|	w2flg_7|	w3mag_7|	w3sigm_7|	w3flg_7|	w4mag_7|	w4sigm_7|	w4flg_7|	w1mag_8|	w1sigm_8|	w1flg_8|	w2mag_8|	w2sigm_8|	w2flg_8|	w3mag_8|	w3sigm_8|	w3flg_8|	w4mag_8|	w4sigm_8|	w4flg_8|	w1rsemi|	w1ba|	w1pa|	w1gmag|	w1gerr|	w1gflg|	w2rsemi|	w2ba|	w2pa|	w2gmag|	w2gerr|	w2gflg|	w3rsemi|	w3ba|	w3pa|	w3gmag|	w3gerr|	w3gflg|	w4rsemi|	w4ba|	w4pa|	w4gmag|	w4gerr|	w4gflg|
21	0.841967	48.777923	89.508333	-38.334722	-89.5085576	38.3345681	0.0518	0.0497	-0.01	8.641	0.023	47.9	1.095	7.45	0.02	54.9	0.9933	4.819	0.014	78.3	1.319	2.906	0.018	60.6	0.8288	0	4	111	AAAA	8.653	0.005	0	7.449	0.005	0	4.841	0.005	0	2.921	0.006	1	9.287	0.005	0	8.21	0.005	0	6.259	0.005	0	3.99	0.006	0	8.914	0.005	0	7.768	0.005	0	5.666	0.005	0	3.497	0.006	1	8.778	0.005	0	7.598	0.005	0	5.341	0.005	0	3.208	0.006	1	8.724	0.005	0	7.531	0.005	0	5.159	0.005	0	3.06	0.006	1	8.697	0.005	0	7.499	0.005	0	5.06	0.005	0	2.998	0.007	1	8.681	0.005	0	7.48	0.005	0	5.006	0.005	0	2.971	0.007	1	8.669	0.005	0	7.468	0.005	0	4.976	0.005	0	2.96	0.008	1	8.66	0.005	1	7.458	0.005	1	4.959	0.005	0	2.955	0.009	17	11.94	0.67	-45	8.835	0.005	0	11.94	0.67	-45	7.674	0.005	0	11.94	0.67	-45	5.487	0.005	0	17.46	0.83	-45	3.543	0.006	0
22	0.358372	162.916694	100.325	32.825556	100.3250348	32.8254604	0.061	0.0602	-0.0112	11.618	0.023	47.3	0.8463	10.519	0.021	52.5	0.9972	7.34	0.016	68.5	1.059	4.934	0.031	34.7	1.031	0	0	nnnn	AAAA	11.573	0.006	1	10.494	0.007	1	7.359	0.013	1	4.982	0.035	1	12.252	0.007	1	11.268	0.007	1	8.773	0.015	1	6.037	0.036	1	11.834	0.006	1	10.813	0.007	1	8.184	0.013	1	5.558	0.035	1	11.635	0.006	1	10.624	0.007	1	7.86	0.012	1	5.289	0.037	1	11.519	0.006	1	10.537	0.007	1	7.683	0.013	1	5.161	0.043	1	11.452	0.007	1	10.491	0.008	1	7.588	0.014	1	5.115	0.052	1	11.415	0.007	1	10.463	0.008	1	7.537	0.015	1	5.09	0.063	1	11.393	0.007	1	10.445	0.009	1	7.512	0.017	1	5.077	0.076	1	11.377	0.007	1	10.432	0.009	1	7.502	0.019	1	5.074	0.091	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
23	0.659864	-96.939106	104.05	-49.330556	-104.0497208	49.3305777	0.0515	0.0518	-0.0116	11.307	0.022	48.8	13.39	10.102	0.019	56.7	2.722	6.344	0.015	72.5	1.72	3.684	0.02	54.6	0.9079	0	5	0	AAAA	11.248	0.006	0	10.088	0.006	0	6.353	0.006	0	3.681	0.008	1	11.974	0.006	0	10.874	0.006	0	7.773	0.006	0	4.746	0.008	0	11.509	0.006	0	10.407	0.006	0	7.178	0.006	0	4.257	0.008	1	11.297	0.006	0	10.213	0.006	0	6.85	0.006	0	3.972	0.008	1	11.184	0.006	0	10.127	0.006	0	6.662	0.006	0	3.827	0.009	1	11.115	0.006	0	10.081	0.006	0	6.555	0.006	0	3.767	0.01	17	11.068	0.006	0	10.054	0.007	0	6.495	0.006	0	3.742	0.011	17	11.037	0.006	1	10.037	0.007	1	6.462	0.006	1	3.735	0.013	17	11.016	0.006	1	10.025	0.007	1	6.442	0.006	1	3.733	0.015	17	16.13	0.52	-80	11.268	0.006	0	16.13	0.52	-80	10.224	0.006	0	16.13	0.52	-80	6.858	0.006	0	22.29	0.7	-80	4.148	0.008	1
24	0.791367	-79.327375	111.61	-35.906111	-111.6097333	35.9060704	0.0495	0.0535	-0.0117	9.917	0.023	47.6	17.51	8.851	0.021	52.9	3.695	5.268	0.016	68.7	2.109	2.6	0.015	72.5	0.5813	0h00	5	6100	AAAA	9.954	0.006	0	8.883	0.006	0	5.306	0.006	0	2.609	0.007	1	10.694	0.006	0	9.671	0.006	0	6.73	0.006	0	3.681	0.008	1	10.215	0.006	0	9.202	0.006	0	6.131	0.006	0	3.185	0.007	1	9.979	0.006	0	9	0.006	0	5.8	0.006	0	2.898	0.007	1	9.839	0.006	1	8.9	0.006	1	5.608	0.006	0	2.749	0.008	1	9.742	0.006	1	8.839	0.006	1	5.498	0.006	1	2.687	0.009	1	9.664	0.006	1	8.794	0.006	1	5.435	0.006	1	2.66	0.01	1	9.596	0.006	1	8.757	0.006	1	5.398	0.006	1	2.651	0.012	1	9.536	0.006	1	8.727	0.006	1	5.375	0.006	1	2.649	0.013	1	27.62	0.78	-5	9.557	0.006	1	27.62	0.78	-5	8.736	0.006	1	27.62	0.78	-5	5.379	0.006	1	30.11	0.82	-5	2.758	0.008	1
25	0.729145	-54.505419	119.972917	23.39	119.972737	23.3901176	0.0533	0.0539	-0.0096	9.766	0.022	48.3	14.78	8.965	0.019	55.9	4.663	6.012	0.014	77.2	12.43	4.047	0.023	47.9	1.5	0	5	112	AAAA	9.794	0.006	0	8.996	0.006	0	6.103	0.006	0	4	0.011	1	10.523	0.006	0	9.797	0.006	0	7.575	0.006	0	5.086	0.011	1	10.055	0.006	0	9.315	0.006	0	6.928	0.006	0	4.576	0.011	1	9.843	0.006	0	9.107	0.006	0	6.564	0.006	0	4.282	0.011	1	9.732	0.006	0	9.009	0.006	0	6.35	0.006	0	4.125	0.011	1	9.667	0.006	1	8.955	0.006	1	6.224	0.006	1	4.055	0.013	1	9.625	0.006	1	8.921	0.006	1	6.151	0.006	1	4.024	0.015	1	9.597	0.006	1	8.898	0.006	1	6.107	0.006	1	4.01	0.017	1	9.577	0.006	1	8.881	0.006	1	6.08	0.006	1	4	0.019	1	21.45	0.59	10	9.662	0.006	0	21.45	0.59	10	8.957	0.006	0	21.45	0.59	10	6.242	0.006	0	25.54	0.69	10	4.331	0.011	1
26	0.437675	-33.379123	120.864167	8.697778	120.864099	8.6978793	0.0696	0.0685	0.0033	11.561	0.024	46	5.038	10.989	0.02	53.3	1.441	8.679	0.026	42.3	0.9482	6.347	0.056	19.3	1.068	0	1	0	AAAA	11.565	0.006	0	10.989	0.008	0	8.666	0.025	0	6.3	0.074	1	12.262	0.007	0	11.777	0.009	0	10.076	0.031	0	7.385	0.08	1	11.826	0.006	0	11.308	0.008	0	9.491	0.025	0	6.876	0.074	1	11.634	0.006	1	11.111	0.008	1	9.174	0.025	0	6.581	0.076	1	11.538	0.006	1	11.021	0.008	1	9.003	0.026	1	6.43	0.085	1	11.486	0.007	1	10.972	0.009	1	8.914	0.029	1	6.355	0.099	1	11.449	0.007	1	10.94	0.01	1	8.866	0.032	1	6.319	0.118	1	11.416	0.007	1	10.913	0.01	1	8.838	0.037	1	6.288	0.137	1	11.377	0.007	1	10.884	0.011	1	8.816	0.041	1	6.231	0.155	1	10.19	0.93	45	11.701	0.006	0	10.19	0.93	45	11.177	0.008	0	10.19	0.93	45	9.289	0.024	0	15.06	0.98	45	6.995	0.074	1
27	0.191349	68.696072	135.655417	-48.226111	-135.655491	48.2260918	0.0656	0.0663	-0.0051	11.325	0.023	48	4.487	10.286	0.02	53	1.355	7.559	0.02	54	1.05	5.439	0.044	24.6	0.9167	hh00	5	12	AAAA	11.004	0.015	1	10.133	0.011	1	7.497	0.066	1	5.565	0.319	1	11.866	0.018	1	11	0.013	1	8.949	0.083	1	6.582	0.32	1	11.265	0.015	1	10.452	0.011	1	8.322	0.066	1	6.141	0.319	1	10.743	0.012	1	10.094	0.01	1	7.951	0.061	1	5.916	0.356	1	10.235	0.01	1	9.778	0.01	1	7.71	0.06	1	5.86	0.443	1	9.836	0.009	1	9.501	0.009	1	7.541	0.062	1	5.125	null	32	9.54	0.008	1	9.263	0.009	1	7.413	0.065	1	5.064	null	32	9.26	0.008	1	9.039	0.009	1	7.307	0.069	1	5.016	null	32	9.003	0.007	1	8.837	0.009	1	7.214	0.073	1	4.978	null	32	12.8	0.69	30	10.968	0.014	1	12.8	0.69	30	10.22	0.011	1	12.8	0.69	30	8.015	0.061	1	18.72	0.86	30	6.102	0.322	1
28	0.5453	119.911362	136.15375	55.600833	136.1539824	55.6007578	0.0646	0.0672	-0.0111	11.947	0.022	48.7	1.811	11.306	0.021	51.2	0.9901	8.521	0.021	52.2	0.957	5.787	0.039	27.9	0.9163	0	0	110	AAAA	11.844	0.006	1	11.239	0.007	1	8.51	0.016	1	5.815	0.038	1	12.56	0.007	1	12.039	0.008	1	9.927	0.019	1	6.865	0.04	1	12.105	0.006	1	11.558	0.007	1	9.335	0.016	1	6.391	0.038	1	11.863	0.006	1	11.335	0.007	1	9.01	0.015	1	6.121	0.041	1	11.701	0.006	1	11.208	0.007	1	8.825	0.016	1	5.98	0.046	1	11.591	0.006	1	11.126	0.008	1	8.724	0.017	1	5.929	0.055	1	11.522	0.006	1	11.07	0.008	1	8.671	0.019	1	5.911	0.067	1	11.475	0.006	1	11.032	0.009	1	8.642	0.022	1	5.898	0.08	1	11.439	0.007	1	11.004	0.009	1	8.629	0.024	1	5.89	0.095	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
29	0.309889	-136.686823	137.875	45.468333	137.8749158	45.4682707	0.0599	0.0609	-0.0114	11.841	0.023	48.1	5.791	11.208	0.021	51.5	1.483	7.689	0.017	62.4	1.363	5.231	0.026	41.4	0.9709	0	1	0	AAAA	11.826	0.007	0	11.194	0.007	0	7.687	0.009	0	5.229	0.026	1	12.522	0.007	0	11.984	0.008	0	9.108	0.011	0	6.284	0.027	1	12.087	0.007	0	11.513	0.007	0	8.512	0.009	0	5.805	0.026	1	11.908	0.007	0	11.318	0.008	0	8.188	0.009	0	5.533	0.027	1	11.825	0.007	0	11.231	0.008	0	8.006	0.009	0	5.397	0.031	1	11.781	0.007	1	11.185	0.009	1	7.907	0.01	1	5.343	0.037	17	11.755	0.008	1	11.157	0.009	1	7.853	0.011	1	5.321	0.045	17	11.735	0.008	1	11.137	0.01	1	7.824	0.012	1	5.315	0.055	17	11.718	0.009	1	11.121	0.011	1	7.808	0.013	1	5.314	0.066	17	10.72	0.83	75	11.976	0.007	0	10.72	0.83	75	11.394	0.007	0	10.72	0.83	75	8.32	0.009	0	15.87	0.93	75	5.889	0.025	1
30	0.457502	88.44694	140.97375	-31.691944	-140.9738993	31.691941	0.076	0.0751	-0.0099	11.948	0.023	46.5	12.79	11.532	0.022	48.9	2.936	9.141	0.029	37.5	0.89	6.825	0.068	16	1.165	0	5	0	AAAA	11.899	0.007	1	11.451	0.009	1	9.074	0.025	1	6.806	0.1	1	12.667	0.008	1	12.288	0.011	1	10.523	0.032	1	7.906	0.109	1	12.16	0.007	1	11.77	0.009	1	9.899	0.025	1	7.382	0.1	1	11.909	0.007	1	11.527	0.009	1	9.54	0.023	1	7.078	0.103	1	11.763	0.007	1	11.394	0.01	17	9.318	0.023	1	6.929	0.117	1	11.663	0.007	1	11.303	0.01	17	9.18	0.025	1	6.891	0.143	1	11.584	0.007	1	11.231	0.011	17	9.088	0.027	1	6.944	0.186	1	11.509	0.007	1	11.164	0.012	17	9.02	0.029	1	7.057	0.25	1	11.424	0.007	1	11.095	0.012	17	8.963	0.031	1	7.171	0.333	17	14.03	0.76	-5	11.83	0.007	1	14.03	0.76	-5	11.457	0.009	17	14.03	0.76	-5	9.43	0.023	1	19.45	0.88	-5	7.275	0.1	1
31	0.594353	25.124284	141.447917	69.464722	141.4481165	69.4648717	0.0538	0.055	-0.0066	10.602	0.022	48.4	4.705	9.67	0.019	56.2	3.019	7.078	0.014	77.6	3.242	5.034	0.026	41.3	0.9933	0	1	1310	AAAA	10.614	0.006	0	9.672	0.006	0	7.098	0.008	0	5.019	0.017	1	11.274	0.006	0	10.445	0.006	0	8.521	0.009	0	6.088	0.018	1	10.875	0.006	0	9.991	0.006	0	7.923	0.008	0	5.595	0.017	1	10.723	0.006	0	9.813	0.006	0	7.597	0.007	0	5.311	0.018	1	10.659	0.006	1	9.741	0.006	1	7.419	0.008	1	5.166	0.02	1	10.627	0.006	1	9.706	0.006	1	7.323	0.008	1	5.099	0.023	1	10.607	0.006	1	9.685	0.006	1	7.272	0.008	1	5.068	0.027	1	10.591	0.006	1	9.67	0.006	1	7.246	0.009	1	5.055	0.033	1	10.579	0.006	1	9.658	0.006	1	7.232	0.01	1	5.043	0.038	1	10.55	0.84	-5	10.782	0.006	0	10.55	0.84	-5	9.882	0.006	0	10.55	0.84	-5	7.736	0.007	0	16.13	0.93	-5	5.66	0.017	1
32	0.347723	-150.10008	144.02625	-65.809167	-144.0261325	65.8092504	0.0704	0.0726	-0.0149	12.422	0.023	47	3.845	11.925	0.02	53.6	1.421	9.501	0.033	33.2	0.9589	7.531	0.083	13	0.9635	ddd0	1	7710	AAAA	12.363	0.017	0	11.877	0.014	0	9.394	0.02	0	7.355	0.088	1	13.049	0.018	0	12.668	0.016	0	10.816	0.025	0	8.464	0.096	1	12.624	0.017	0	12.196	0.014	0	10.219	0.02	0	7.931	0.088	1	12.454	0.019	0	12.002	0.015	0	9.893	0.019	0	7.587	0.088	1	12.376	0.021	1	11.913	0.017	1	9.706	0.02	1	7.336	0.091	1	12.324	0.024	1	11.853	0.019	1	9.593	0.022	1	7.106	0.094	1	12.263	0.027	1	11.792	0.021	1	9.521	0.024	1	6.86	0.093	1	12.178	0.029	1	11.719	0.023	1	9.471	0.026	1	6.566	0.087	1	12.075	0.03	1	11.636	0.024	1	9.43	0.029	1	6.231	0.077	1	9.97	0.84	5	12.553	0.017	0	9.97	0.84	5	12.117	0.014	0	9.97	0.84	5	10.101	0.02	0	15.25	0.93	5	8.081	0.089	1
33	0.776864	126.245726	149.9275	-31.216111	-149.9277035	31.2162387	0.0513	0.0506	-0.0097	9.542	0.022	48.9	1.217	8.601	0.019	57.3	3.744	6.115	0.015	71.6	1.512	3.848	0.018	60.4	1.076	dd00	5	0	AAAA	9.558	0.006	0	8.624	0.006	0	6.149	0.006	0	3.864	0.01	1	10.201	0.006	0	9.383	0.006	0	7.572	0.006	0	4.933	0.011	1	9.819	0.006	0	8.943	0.006	0	6.974	0.006	0	4.44	0.01	1	9.673	0.006	0	8.771	0.006	0	6.645	0.006	0	4.156	0.011	1	9.605	0.006	0	8.698	0.006	0	6.46	0.006	0	4.011	0.012	17	9.558	0.006	1	8.656	0.006	1	6.357	0.006	1	3.952	0.014	17	9.502	0.006	1	8.62	0.006	1	6.3	0.006	1	3.929	0.016	17	9.424	0.006	1	8.578	0.006	1	6.268	0.006	1	3.923	0.02	17	9.329	0.006	1	8.532	0.006	1	6.247	0.006	1	3.923	0.023	17	13.98	0.69	85	9.668	0.006	0	13.98	0.69	85	8.768	0.006	0	13.98	0.69	85	6.621	0.006	0	20.13	0.83	85	4.331	0.01	1
34	1.326947	-75.981386	160.09375	-46.423889	-160.0932312	46.4237996	0.0524	0.0531	-0.0097	10.484	0.022	49.8	20.219999	9.808	0.02	53.3	4.821	6.393	0.015	72.4	2.493	3.847	0.018	59	0.8583	0	5	1111	AAAA	10.492	0.006	0	9.833	0.006	0	6.416	0.007	0	3.835	0.01	1	11.245	0.006	0	10.649	0.006	0	7.842	0.008	0	4.903	0.011	1	10.753	0.006	0	10.152	0.006	0	7.241	0.007	0	4.411	0.01	1	10.517	0.006	0	9.929	0.006	0	6.909	0.007	0	4.128	0.011	1	10.385	0.006	0	9.817	0.006	0	6.719	0.007	0	3.979	0.012	1	10.301	0.006	1	9.75	0.006	1	6.612	0.007	1	3.914	0.013	1	10.236	0.006	1	9.701	0.006	1	6.553	0.008	1	3.884	0.016	1	10.176	0.006	1	9.657	0.006	1	6.52	0.008	1	3.871	0.019	1	10.102	0.006	1	9.608	0.007	1	6.501	0.009	1	3.867	0.022	17	19.7	0.7	90	10.294	0.006	1	19.7	0.7	90	9.749	0.006	1	19.7	0.7	90	6.629	0.007	1	23.48	0.79	90	4.182	0.01	1
35	1.201857	-20.334186	176.41875	-18.454444	-176.4186277	18.4541314	0.0286	0.0297	-0.0052	10.27	0.023	46.2	2.346	9.396	0.02	54.9	1.564	6.666	0.016	66.5	1.495	4.51	0.029	37	0.8371	0	5	22nn	AAAA	10.273	0.006	0	9.392	0.006	0	6.678	0.007	0	4.509	0.02	1	10.929	0.006	0	10.162	0.006	0	8.105	0.008	0	5.576	0.021	1	10.534	0.006	0	9.711	0.006	0	7.503	0.007	0	5.085	0.02	1	10.375	0.006	0	9.532	0.006	0	7.171	0.007	0	4.795	0.021	1	10.301	0.006	1	9.456	0.006	1	6.983	0.007	1	4.647	0.024	1	10.256	0.006	1	9.416	0.006	1	6.877	0.007	1	4.588	0.029	1	10.221	0.006	1	9.388	0.006	1	6.817	0.008	1	4.564	0.035	1	10.189	0.006	1	9.366	0.006	1	6.782	0.008	1	4.557	0.042	1	10.16	0.006	1	9.347	0.006	1	6.758	0.009	1	4.556	0.051	1	11.46	0.78	65	10.42	0.006	0	11.46	0.78	65	9.581	0.006	0	11.46	0.78	65	7.264	0.007	0	17.25	0.9	65	5.099	0.02	1
36	0.842674	83.669223	180.24125	6.806389	180.2414843	6.8064147	0.0591	0.0585	-0.0073	11.007	0.024	45.9	14.37	10.322	0.021	52.7	4.044	7.073	0.017	64.4	2.502	4.675	0.026	42.3	1.005	0	5	110	AAAA	10.977	0.006	0	10.313	0.006	0	7.066	0.007	0	4.668	0.017	1	11.715	0.006	0	11.122	0.007	0	8.499	0.008	0	5.736	0.018	1	11.238	0.006	0	10.632	0.006	0	7.891	0.007	0	5.244	0.017	1	11.011	0.006	0	10.415	0.006	0	7.554	0.007	0	4.965	0.018	1	10.887	0.006	0	10.31	0.006	0	7.361	0.007	0	4.823	0.02	1	10.808	0.006	0	10.25	0.007	0	7.252	0.007	0	4.764	0.024	1	10.753	0.006	1	10.209	0.007	1	7.189	0.008	1	4.737	0.028	1	10.71	0.006	1	10.178	0.007	1	7.152	0.008	1	4.729	0.034	1	10.674	0.006	1	10.151	0.007	1	7.131	0.009	1	4.731	0.041	1	16.22	0.63	40	10.928	0.006	0	16.22	0.63	40	10.349	0.006	0	16.22	0.63	40	7.438	0.007	0	20.84	0.76	40	5.15	0.017	1
37	0.503893	-96.513561	187.905	-47.967222	-187.9047923	47.9672381	0.0515	0.0544	-0.0096	10.435	0.022	49	11.57	9.63	0.02	54.5	3.342	6.271	0.014	76.4	6	3.788	0.021	51	1.102	0	5	8310	AAAA	10.42	0.006	0	9.64	0.006	0	6.3	0.006	0	3.755	0.007	1	11.137	0.006	0	10.438	0.006	0	7.752	0.007	0	4.827	0.007	1	10.681	0.006	0	9.959	0.006	0	7.125	0.006	0	4.331	0.007	1	10.47	0.006	0	9.751	0.006	0	6.777	0.006	0	4.048	0.007	1	10.356	0.006	0	9.653	0.006	0	6.579	0.006	0	3.903	0.007	17	10.29	0.006	0	9.599	0.006	0	6.468	0.006	0	3.842	0.008	17	10.25	0.006	1	9.568	0.006	1	6.407	0.006	1	3.815	0.009	17	10.224	0.006	1	9.548	0.006	1	6.374	0.007	1	3.804	0.01	17	10.207	0.006	1	9.534	0.007	1	6.357	0.007	1	3.799	0.011	17	16.15	0.95	70	10.307	0.006	0	16.15	0.95	70	9.612	0.006	0	16.15	0.95	70	6.494	0.006	0	19.53	0.96	70	4.175	0.007	1
38	0.425969	99.28936	188.464167	-21.0625	-188.4642918	21.0625191	0.0573	0.0582	-0.0083	11.409	0.023	47.5	2.922	10.484	0.021	52.2	3.277	7.154	0.015	73.2	1.477	4.545	0.024	44.5	0.8691	0	1	1111	AAAA	11.406	0.006	1	10.486	0.006	1	7.166	0.007	1	4.548	0.016	1	12.083	0.007	0	11.264	0.007	0	8.584	0.008	0	5.604	0.016	1	11.667	0.006	1	10.805	0.006	1	7.991	0.007	1	5.124	0.016	1	11.468	0.006	1	10.608	0.006	1	7.665	0.007	1	4.844	0.016	1	11.338	0.006	1	10.508	0.007	1	7.482	0.007	1	4.701	0.019	1	11.245	0.007	1	10.445	0.007	1	7.381	0.008	1	4.642	0.022	1	11.188	0.007	1	10.405	0.007	1	7.325	0.008	1	4.616	0.026	1	11.157	0.007	1	10.381	0.008	1	7.294	0.009	1	4.606	0.032	1	11.141	0.007	1	10.368	0.008	1	7.276	0.009	1	4.601	0.038	1	9.05	0.94	-35	11.618	0.006	1	9.05	0.94	-35	10.755	0.006	1	9.05	0.94	-35	7.917	0.007	1	14.61	0.98	-35	5.271	0.016	1
39	0.916558	114.109865	191.990833	-58.5	-191.9912781	58.500104	0.0647	0.0638	-0.0098	11.356	0.023	47.3	9.439	10.944	0.021	52.2	2.586	8.555	0.02	53.6	1.393	6.111	0.032	33.4	1.502	0	1	1120	AAAA	11.342	0.011	1	10.922	0.011	1	8.541	0.076	1	5.987	0.049	1	12.061	0.012	0	11.732	0.012	0	9.994	0.094	0	7.165	0.057	1	11.603	0.011	1	11.241	0.011	1	9.366	0.076	1	6.563	0.049	1	11.39	0.012	1	11.017	0.011	1	9	0.07	1	6.179	0.047	1	11.257	0.012	1	10.888	0.012	1	8.76	0.069	1	5.939	0.049	17	11.142	0.013	1	10.786	0.013	1	8.585	0.071	1	5.773	0.053	17	11.034	0.014	1	10.693	0.014	1	8.448	0.073	1	5.632	0.058	17	10.945	0.015	1	10.615	0.015	1	8.337	0.077	1	5.506	0.063	17	10.884	0.016	1	10.555	0.016	1	8.242	0.081	1	5.387	0.068	17	11.13	0.74	-85	11.499	0.011	1	11.13	0.74	-85	11.131	0.011	1	11.13	0.74	-85	9.18	0.07	1	17.24	0.88	-85	6.588	0.048	1
40	0.846156	-12.214886	205.30375	-14.644722	-205.3036986	14.6444925	0.0516	0.0519	-0.0121	10.179	0.021	50.8	3.977	9.252	0.018	59.1	1.683	6.351	0.015	72.3	1.132	4.121	0.022	48.4	0.8963	0	5	9911	AAAA	10.184	0.006	0	9.264	0.006	0	6.339	0.007	0	4.126	0.009	16	10.855	0.006	0	10.036	0.006	0	7.763	0.009	0	5.186	0.01	16	10.445	0.006	0	9.583	0.006	0	7.164	0.007	0	4.702	0.009	16	10.277	0.006	0	9.402	0.006	0	6.84	0.007	0	4.423	0.01	17	10.194	0.006	0	9.323	0.006	0	6.657	0.007	0	4.284	0.011	17	10.147	0.006	0	9.282	0.006	0	6.555	0.007	0	4.226	0.013	17	10.117	0.006	0	9.258	0.006	0	6.499	0.007	0	4.2	0.015	17	10.097	0.006	0	9.242	0.006	0	6.468	0.007	0	4.189	0.017	17	10.084	0.006	0	9.232	0.006	0	6.45	0.007	0	4.183	0.02	17	18.83	0.65	-65	10.166	0.006	0	18.83	0.65	-65	9.306	0.006	0	18.83	0.65	-65	6.621	0.007	0	22.79	0.75	-65	4.532	0.01	17
41	0.843641	15.499563	207.872917	-18.229722	-207.8729826	18.2294964	0.0638	0.0619	-0.0083	10.577	0.023	47.5	5.602	9.9	0.02	55.1	3.366	7.838	0.019	56.5	1.189	5.965	0.042	25.6	1.121	0	1	9931	AAAA	10.584	0.006	0	9.894	0.006	0	7.842	0.011	0	6.008	0.058	1	11.249	0.006	0	10.664	0.006	0	9.261	0.014	0	7.064	0.06	0	10.845	0.006	0	10.213	0.006	0	8.667	0.011	0	6.584	0.058	1	10.686	0.006	0	10.034	0.006	0	8.347	0.011	0	6.303	0.061	1	10.615	0.006	0	9.958	0.006	0	8.173	0.012	0	6.161	0.07	1	10.577	0.006	0	9.92	0.006	0	8.081	0.013	0	6.093	0.084	1	10.554	0.006	0	9.898	0.006	0	8.035	0.014	0	6.052	0.1	1	10.538	0.006	1	9.882	0.006	1	8.012	0.015	1	6.039	0.12	17	10.527	0.006	1	9.871	0.007	1	8	0.017	1	6.044	0.145	17	9.09	0.87	-10	10.826	0.006	0	9.09	0.87	-10	10.191	0.006	0	9.09	0.87	-10	8.634	0.011	0	14.55	0.94	-10	6.759	0.058	1
42	0.172424	-51.625739	212.028333	-30.398333	-212.0282898	30.3983036	0.0586	0.0591	-0.0069	11.4	0.023	46.7	1.302	10.357	0.02	53.3	2.582	7.448	0.016	68.4	1.424	5.25	0.03	36.1	1.016	0	0	2000	AAAA	11.39	0.006	0	10.346	0.006	0	7.449	0.007	0	5.265	0.019	1	12.033	0.006	0	11.105	0.006	0	8.867	0.008	0	6.32	0.02	1	11.651	0.006	0	10.665	0.006	0	8.274	0.007	0	5.841	0.019	1	11.51	0.006	0	10.496	0.006	0	7.952	0.007	0	5.559	0.02	1	11.452	0.006	0	10.428	0.006	0	7.775	0.007	0	5.417	0.023	1	11.422	0.006	16	10.396	0.006	0	7.678	0.007	0	5.36	0.027	1	11.402	0.006	17	10.377	0.006	1	7.625	0.008	1	5.329	0.032	1	11.386	0.006	17	10.364	0.007	1	7.596	0.008	1	5.309	0.039	1	11.37	0.006	17	10.352	0.007	1	7.579	0.009	1	5.303	0.046	17	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
