cntr_01	dist_x	pang_x	ra_01	dec_01	designation	ra	dec	w1mpro	w1sigmpro	w1snr	w1rchi2	w2mpro	w2sigmpro	w2snr	w2rchi2	w3mpro	w3sigmpro	w3snr	w3rchi2	w4mpro	w4sigmpro	w4snr	w4rchi2	ext_flg	w1rsemi	w1ba	w1pa	w1gmag	w1gerr	w1gflg	w2rsemi	w2ba	w2pa	w2gmag	w2gerr	w2gflg	w3rsemi	w3ba	w3pa	w3gmag	w3gerr	w3gflg	w4rsemi	w4ba	w4pa	w4gmag	w4gerr	w4gflg
206	1.371077	84.650142	69.0925	-10.376111	J043622.29-102233.8	69.0928855	-10.3760756	9.445	0.023	47.2	2.984	8.341	0.022	50.3	1.23	5.096	0.015	73.3	1.571	2.705	0.017	63.4	0.7234	5	18.48	0.64	-2	9.46	0.005	0	18.48	0.64	-2	8.386	0.005	0	18.48	0.64	-2	5.42	0.006	0	22.76	0.76	-2	3.085	0.006	1
207	0.300012	-99.531687	189.965417	34.975	J123951.67+345829.9	189.9653164	34.9749862	11.422	0.024	45.8	14.01	10.606	0.022	49.2	2.574	7.38	0.017	64.4	1.66	4.887	0.028	38.3	1.295	5	16.15	0.83	-50	11.239	0.006	0	16.15	0.83	-50	10.576	0.007	0	16.15	0.83	-50	7.613	0.008	0	20.13	0.89	-50	5.292	0.016	1
208	0.843488	4.040224	139.608333	16.305278	J091826.00+161819.8	139.6083505	16.3055115	9.322	0.023	47.8	1.861	8.186	0.02	55	1.198	5.12	0.015	70.1	1.069	3.038	0.022	49.2	0.6835	4	16.53	0.68	70	9.389	0.006	0	16.53	0.68	70	8.297	0.006	0	16.53	0.68	70	5.503	0.006	0	20.84	0.8	70	3.496	0.007	1
209	0.192033	-96.501574	165.2575	11.046944	J110101.78+110248.9	165.257446	11.0469384	11.816	0.024	44.5	5.403	11.27	0.021	51.1	1.465	8.976	0.03	36.1	1.026	6.634	0.067	16.3	0.8844	1	10.68	0.78	-25	11.972	0.007	1	10.68	0.78	-25	11.466	0.008	1	10.68	0.78	-25	9.663	0.035	1	16.06	0.9	-25	7.259	0.091	1
210	0.951817	-81.322397	174.1225	21.596111	J113629.33+213546.1	174.1222189	21.596151	9.909	0.023	46.8	17.18	9.06	0.02	54.8	5.785	6.018	0.015	74.7	12.16	3.79	0.02	53.1	4.305	5	20.88	0.82	-85	9.744	0.006	1	20.88	0.82	-85	9	0.006	1	20.88	0.82	-85	6.088	0.006	1	23.44	0.86	-85	4.031	0.008	1
211	0.696496	13.882372	184.610417	29.812778	J121826.51+294846.6	184.6104702	29.8129656	9.471	0.024	46	6.268	8.537	0.02	53.4	2.2	4.999	0.014	75	3.252	2.129	0.019	58.3	1.131	5	26.04	0.85	75	9.275	0.006	0	26.04	0.85	75	8.464	0.006	0	26.04	0.85	75	5.117	0.006	0	28.1	0.87	75	2.283	0.006	0
212	0.160564	105.501099	115.636667	49.809722	J074232.81+494834.9	115.6367333	49.8097103	9.078	0.022	49.7	3.064	8.048	0.02	53.5	1.912	5.071	0.014	78.2	2.958	2.637	0.021	51.9	0.6362	5	31.15	0.62	65	8.94	0.006	0	31.15	0.62	65	7.998	0.005	0	31.15	0.62	65	5.147	0.006	0	33.9	0.68	65	2.759	0.007	1
213	0.501992	-3.834854	219.092083	58.794167	J143622.09+584739.5	219.0920653	58.7943058	9.228	0.022	48.9	2.065	8.278	0.02	53.9	1.175	5.157	0.015	73.4	1.762	2.373	0.016	67	0.9312	4	16.26	0.83	-15	9.25	0.005	0	16.26	0.83	-15	8.337	0.005	0	16.26	0.83	-15	5.442	0.005	0	20.27	0.89	-15	2.776	0.006	1
214	0.054013	-166.351173	226.005	10.437778	J150401.19+102615.9	226.0049964	10.4377632	10.188	0.023	48.2	2.397	9.174	0.019	55.7	1.92	5.736	0.014	78.4	3.146	3.184	0.02	55.1	0.9249	5	11.95	0.98	70	10.298	0.006	0	11.95	0.98	70	9.31	0.006	0	11.95	0.98	70	6.187	0.006	0	16.48	0.98	70	3.761	0.006	1
215	0.527264	82.597343	247.45125	67.378333	J162948.39+672242.0	247.4516276	67.3783522	11.096	0.022	48.4	29.92	10.814	0.02	53.5	9.284	7.99	0.016	67.3	4.058	5.622	0.03	36.6	1.063	5	20.01	0.62	-10	10.72	0.006	0	20.01	0.62	-10	10.512	0.006	0	20.01	0.62	-10	8.002	0.007	0	24.64	0.74	-10	5.867	0.026	1
216	0.598384	-29.031592	346.18125	-8.685833	J230443.48-084108.4	346.1811684	-8.685688	9.116	0.023	47	1.792	8.269	0.021	52.7	1.132	6.033	0.016	70	1.384	3.801	0.026	42.5	1.052	4	17.71	0.88	-85	9.124	0.005	0	17.71	0.88	-85	8.291	0.006	0	17.71	0.88	-85	6.264	0.007	0	20.91	0.92	-85	4.246	0.012	0
217	0.677757	54.461279	18.4625	13.271667	J011351.03+131618.3	18.4626574	13.2717761	9.842	0.023	46.9	2.454	8.871	0.02	54.5	1.179	5.891	0.015	72.8	1.5	3.546	0.019	56.2	0.7436	4	13.33	0.74	65	9.933	0.006	0	13.33	0.74	65	9.015	0.006	0	13.33	0.74	65	6.368	0.006	0	18.81	0.87	65	4.033	0.008	1
218	0.321005	-10.293278	40.27	-8.255833	J024104.79-081520.6	40.2699839	-8.2557456	8.49	0.022	48.4	44.09	8.292	0.02	55.5	23.41	5.759	0.015	73.1	2.353	3.185	0.022	49.9	0.7548	5	75.09	0.77	-60	7.418	0.006	1	75.09	0.77	-60	7.365	0.006	1	75.09	0.77	-60	5.588	0.007	1	78.33	0.79	-60	3.141	0.013	17
219	0.937495	-10.310717	42.66875	41.671389	J025040.48+414017.9	42.6686876	41.6716451	10.146	0.022	49.5	50.57	9.798	0.02	55.2	17.969999	6.29	0.014	77.8	2.228	3.398	0.023	47.3	0.6784	5	36.1	0.85	50	9.219	0.006	1	36.1	0.85	50	9.09	0.007	1	36.1	0.85	50	6.122	0.007	1	37.76	0.87	50	3.44	0.01	1
220	2.746637	50.59626	42.917917	-16.651111	J025140.44-163902.2	42.918532	-16.6506268	10.37	0.023	46.7	31.299999	9.698	0.019	56.4	9.998	5.921	0.014	79.9	4.096	2.694	0.016	67.3	2.25	5	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
221	0.278961	179.948251	45.954583	-1.103611	J030349.10-010613.2	45.9545834	-1.1036886	9.68	0.023	47.2	10.06	8.368	0.02	53.6	2.232	5.409	0.013	82.1	2.494	3.007	0.018	61.6	0.8122	5	32.44	0.6	-40	9.348	0.006	1	32.44	0.6	-40	8.288	0.006	1	32.44	0.6	-40	5.522	0.006	1	34.92	0.65	-40	3.191	0.008	1
222	0.417607	7.975384	53.401667	-36.140278	J033336.40-360824.5	53.4016866	-36.1401629	7.662	0.021	51.2	62.619999	6.908	0.018	59.4	40.169998	3.028	0.014	76.8	60.459999	-0.391	0.014	77.3          11	4.699997	5	136.29	0.83	49	6.279	0.006	1	136.29	0.83	49	5.939	0.006	1	136.29	0.83	49	2.321	0.006	1	141.81	0.85	49	-0.335	0.008	17
223	0.532788	-139.769912	88.0475	-7.456111	J055211.37-072722.4	88.0474036	-7.4562241	8.218	0.022	50.2	14.58	7.464	0.021	51.2	2.563	4.829	0.015	73	2.042	2.548	0.016	65.9	0.7594	5	55.26	0.83	-15	7.693	0.006	1	55.26	0.83	-15	7.181	0.006	1	55.26	0.83	-15	4.809	0.006	1	57.5	0.85	-15	2.499	0.007	1
224	0.337359	8.381683	10.72	-23.541111	J004252.80-233227.6	10.7200149	-23.5410184	10.053	0.024	45.3	17.35	9.399	0.021	52.7	5.295	6.058	0.015	72	3.64	3.327	0.02	54.2	0.9577	5	18.03	0.58	-45	10.017	0.006	1	18.03	0.58	-45	9.432	0.006	1	18.03	0.58	-45	6.439	0.006	1	23.65	0.72	-45	3.705	0.007	1
225	1.374407	47.047149	133.907083	78.223056	J085538.02+781323.9	133.9084524	78.2233157	8.54	0.022	49	62	8.458	0.021	52.9	33.82	6.385	0.014	77.8	11.02	4.3	0.023	47.7	1.464	5	94.22	0.91	77	7.097	0.006	1	94.22	0.91	77	7.066	0.006	17	94.22	0.91	77	5.404	0.011	1	98.02	0.92	77	3.796	0.03	17
226	0.531217	19.379303	141.827083	23.02	J092718.51+230112.5	141.8271365	23.0201392	10.538	0.023	46.9	19.959999	10.273	0.021	52.6	6.565	7.715	0.017	63	1.769	5.348	0.035	31.4	1.008	5	20.58	0.77	70	10.303	0.006	1	20.58	0.77	70	10.089	0.006	1	20.58	0.77	70	7.76	0.01	1	23.93	0.83	70	5.58	0.026	17
227	2.141131	-78.724698	146.425417	-14.326389	J094541.95-141934.5	146.4248147	-14.3262726	9.03	0.023	46.2	33.330002	8.626	0.019	58.7	17.34	5.017	0.015	73.9	14.04	2.351	0.022	49.8	1.353	5	50.97	0.48	20	8.456	0.006	1	50.97	0.48	20	8.214	0.006	1	50.97	0.48	20	5.01	0.006	1	56.2	0.55	20	2.397	0.007	17
228	0.785452	39.375082	147.979167	-6.823056	J095155.03-064922.3	147.9793061	-6.8228869	10.572	0.024	46.1	23.370001	10.202	0.021	51.9	7.688	7.311	0.017	64	2.878	4.822	0.028	39.1	1.61	5	32.31	0.68	-30	9.814	0.006	0	32.31	0.68	-30	9.597	0.007	0	32.31	0.68	-30	6.712	0.008	0	34.85	0.73	-30	4.641	0.019	1
229	0.612351	18.634732	150.490833	55.679722	J100157.82+554047.5	150.4909297	55.6798834	8.385	0.022	48.5	49.189999	7.885	0.02	54.8	34.939999	4.077	0.016	68.7	36.189999	1.946	0.015	71.4           2	6.02	5	128.92	0.32	-12	6.962	0.005	1	128.92	0.32	-12	6.717	0.005	1	128.92	0.32	-12	3.118	0.006	1	163.12	0.45	-12	1.126	0.008	17
230	0.715728	65.897359	149.872917	-22.826389	J095929.54-224934.7	149.8731136	-22.8263077	9.691	0.024	45.9	37.580002	9.098	0.021	52.7	13.73	5.186	0.015	73	6.32	2.363	0.022	50	0.9573	5	54.66	0.69	70	8.835	0.006	1	54.66	0.69	70	8.519	0.006	1	54.66	0.69	70	5.078	0.006	1	57.3	0.72	70	2.328	0.007	17
231	0.554946	-29.09493	155.8775	19.865	J102330.58+195154.4	155.8774203	19.8651347	8.634	0.022	48.9	10.77	7.913	0.021	51.8	3.129	4.476	0.014	77.5	3.455	1.854	0.017	63.8	0.6093	5	92.97	0.59	-27	7.511	0.006	1	92.97	0.59	-27	7.193	0.008	1	92.97	0.59	-27	4.064	0.006	1	99.19	0.64	-27	1.628	0.008	1
232	0.288354	-159.426667	157.967083	-34.853611	J103152.09-345113.2	157.967049	-34.8536861	9.003	0.024	45.2	13.19	7.536	0.021	50.8	2.088	4.187	0.015	73.8	3.031	1.481	0.014	80.2	1.245	5	82.12	0.47	-40	8.026	0.006	17	82.12	0.47	-40	7.195	0.006	1	82.12	0.47	-40	4.155	0.006	1	90.53	0.54	-40	1.431	0.007	1
233	0.476057	-132.21926	162.097917	-25.161944	J104823.47-250943.3	162.0978085	-25.1620333	9.965	0.023	47.1	32.119999	9.591	0.02	54.8	14.83	6.078	0.015	70.8	4.349	2.825	0.019	56.5	1.688	5	52.44	0.79	-50	8.928	0.006	1	52.44	0.79	-50	8.781	0.007	17	52.44	0.79	-50	5.693	0.008	1	54.57	0.8	-50	2.741	0.008	1
234	0.579153	98.918345	162.8125	-17.008056	J105115.03-170029.0	162.8126662	-17.0080805	10.832	0.022	49.3	26.139999	10.162	0.021	51.8	6.668	7.108	0.015	70.1	6.796	4.557	0.024	44.4	1.411	5	36.22	0.35	-45	10.184	0.006	0	36.22	0.35	-45	9.79	0.006	0	36.22	0.35	-45	6.895	0.007	0	43.84	0.46	-45	4.602	0.025	1
235	0.408493	-8.945573	166.697917	72.568611	J110647.48+723407.4	166.6978578	72.5687232	8.577	0.023	46.8	9.867	7.838	0.019	57.2	3.962	5.012	0.015	71.3	1.726	2.578	0.019	56.7	0.6062	5	41.18	0.88	27	8.263	0.006	1	41.18	0.88	27	7.668	0.006	1	41.18	0.88	27	5.08	0.006	1	42.52	0.89	27	2.602	0.007	1
236	0.310518	-141.989274	173.145417	53.068056	J113234.87+530404.7	173.1453283	53.0679876	9.171	0.022	49.2	38.32	9.034	0.019	57.9	28.780001	7.267	0.016	68.4	6.607	5.501	0.036	30.5	1.228	5	76	0.81	12	7.75	0.007	1	76	0.81	12	7.737	0.008	1	76	0.81	12	6.243	0.012	1	79.08	0.83	12	5.097	0.099	17
237	0.940923	-89.669084	174.7575	-37.738611	J113901.72-374418.9	174.7571695	-37.7386096	8.31	0.022	49.4	5.576	7.309	0.02	55.1	2.951	4.187	0.014	74.9	4.038	1.533	0.011	99.9	0.651	5	52.48	0.94	-80	7.896	0.005	1	52.48	0.94	-80	7.127	0.006	1	52.48	0.94	-80	4.114	0.006	1	54.19	0.95	-80	1.488	0.007	1
238	1.357715	-41.415803	174.9275	31.909167	J113942.52+315434.0	174.9272061	31.9094495	10.235	0.024	46	21.16	9.84	0.02	55.7	9.598	6.393	0.015	72.7	4.117	4.007	0.021	51.9	1.971	5	49.19	0.54	70	9.341	0.006	1	49.19	0.54	70	9.132	0.006	1	49.19	0.54	70	6.107	0.007	1	52.49	0.58	70	3.849	0.015	1
239	0.304496	142.152302	180.79	44.531389	J120309.61+443152.7	180.7900728	44.5313221	8.897	0.023	47.9	5.366	7.939	0.019	56.6	1.937	4.568	0.015	71.6	1.47	2.151	0.018	61.3	0.804	5	103.14	0.62	-55	7.56	0.006	1	103.14	0.62	-55	7.108	0.007	1	103.14	0.62	-55	3.673	0.011	1	109.22	0.66	-55	1.535	0.014	17
240	0.721684	100.551513	181.595833	52.711111	J120623.07+524239.8	181.5961586	52.7110744	8.177	0.021	51.7	27.190001	7.807	0.02	54.8	13.64	3.679	0.014	76.5	7.369	0.536	0.013	86.2	2.543	5	68.96	0.6	38	7.467	0.005	1	68.96	0.6	38	7.253	0.006	1	68.96	0.6	38	3.466	0.006	1	73.03	0.65	38	0.431	0.006	1
241	0.169213	41.653624	182.374167	43.685278	J120929.81+434107.1	182.3742099	43.6853129	9.323	0.023	47.9	41.130001	9.166	0.02	54.7	24.09	7.294	0.015	73.5	12.17	5.115	0.03	36.3	5.893	5	62.23	0.67	-35	8.101	0.006	1	62.23	0.67	-35	8.046	0.006	1	62.23	0.67	-35	5.676	0.007	1	65.88	0.72	-35	4.107	0.024	17
242	0.311916	-35.803591	182.635833	39.405833	J121032.58+392421.2	182.6357677	39.4059036	6.898	0.032	34.2	2.823	6.065	0.022	48.8	1.727	3.21	0.01	111.7	3.407	0.754	0.013	86.8	0.6875	5	88.66	0.6	-47	6.961	0.006	17	88.66	0.6	-47	6.1	0.005	17	88.66	0.6	-47	3.255	0.006	17	93.89	0.65	-47	0.646	0.008	17
243	1.397443	78.014445	183.2625	7.038889	J121303.09+070220.2	183.2628826	7.0389695	9.685	0.022	48.3	83.599998	9.475	0.019	56.8	40.23	5.907	0.015	72.9	38.110001	3.711	0.021	50.9           1	6.32	5	39.84	0.41	20	9.01	0.006	1	39.84	0.41	20	8.848	0.006	1	39.84	0.41	20	5.604	0.006	1	45.18	0.51	20	3.645	0.01	1
244	0.058948	-178.263957	184.29125	7.191667	J121709.89+071129.9	184.2912495	7.1916503	9.57	0.024	45.7	45.279999	9.217	0.02	54.8	18.4	7.087	0.015	72.7	1.871	5.032	0.03	36.1	0.9575	5	81.31	0.33	50	8.412	0.006	1	81.31	0.33	50	8.304	0.006	1	81.31	0.33	50	6.799	0.012	1	99.32	0.45	50	4.833	0.054	17
245	0.617033	142.221259	17.865	-38.083333	J011127.63-380500.4	17.8651334	-38.0834688	8.11	0.023	48.1	1.497	6.908	0.02	54.6	1.443	4.028	0.015	71.5	1.468	1.911	0.012	90.9	0.787	5	35.15	0.47	65	8.019	0.005	0	35.15	0.47	65	6.909	0.005	0	35.15	0.47	65	4.19	0.005	0	38.75	0.54	65	2.087	0.006	1
246	1.298629	93.324605	186.444583	12.662222	J122546.78+123943.9	186.4449524	12.6622013	9.116	0.022	49.4	33.27	8.105	0.019	57.8	7.788	4.612	0.015	74.8	6.021	1.509	0.015	71.9	2.311	5	93.12	0.43	87	7.803	0.005	1	93.12	0.43	87	7.357	0.006	1	93.12	0.43	87	4.158	0.006	1	127.74	0.61	87	1.311	0.009	1
247	0.842054	137.528356	188.9025	-39.909167	J123536.64-395433.6	188.9027059	-39.9093392	8.644	0.021	51.5	6.917	7.574	0.02	55.4	1.888	4.401	0.014	77.9	2.312	1.883	0.014	77.2	0.5172	4	37.85	0.85	60	8.297	0.005	1	37.85	0.85	60	7.425	0.005	1	37.85	0.85	60	4.366	0.006	1	39.38	0.87	60	1.898	0.007	1
248	0.654541	79.920634	190.435417	35.062778	J124144.55+350346.1	190.4356354	35.0628096	10.738	0.022	48.6	42.599998	10.505	0.02	55.6	17.309999	7.619	0.017	65.5	16.26	5.478	0.032	34.4	7.4	5	31.2	0.88	-35	9.746	0.006	1	31.2	0.88	-35	9.588	0.007	1	31.2	0.88	-35	6.388	0.007	1	32.84	0.9	-35	4.687	0.016	1
249	0.211511	-111.234986	193.052083	-13.414722	J125212.48-132453.0	193.052027	-13.4147435	10.221	0.023	46.8	12.89	9.724	0.02	54.4	4.309	6.43	0.014	79	1.859	3.655	0.023	48	2.331	5	29.99	0.74	45	9.642	0.006	1	29.99	0.74	45	9.339	0.006	1	29.99	0.74	45	6.361	0.007	1	32.1	0.78	45	3.756	0.01	1
250	1.310067	-49.005209	196.06	-10.339722	J130414.33-102022.1	196.0597208	-10.3394835	10.005	0.022	50.1	34.119999	9.654	0.019	56.5	13.86	6.82	0.015	72.1	3.368	3.856	0.022	48.7	1.759	5	63.11	0.72	2	8.467	0.009	1	63.11	0.72	2	8.36	0.01	1	63.11	0.72	2	5.275	0.012	1	66.17	0.75	2	3.183	0.017	1
251	0.372251	17.592302	196.054583	-5.551667	J130413.10-053305.6	196.0546147	-5.5515681	9.72	0.023	48	29.370001	9.347	0.02	53.8	10.39	6.321	0.015	71.6	2.059	3.588	0.02	55.2	0.6852	5	82.63	0.55	17	8.201	0.006	1	82.63	0.55	17	8.097	0.006	1	82.63	0.55	17	5.492	0.008	1	88.16	0.59	17	3.218	0.014	1
252	0.03232	46.057854	197.273333	11.634167	J130905.60+113803.0	197.2733399	11.6341729	10.464	0.023	48.1	25.57	9.496	0.02	55.3	4.918	6.855	0.014	74.9	2.058	4.625	0.026	41.4	0.924	5	26.45	0.61	15	10.06	0.006	1	26.45	0.61	15	9.358	0.006	1	26.45	0.61	15	6.896	0.007	1	30.01	0.7	15	4.773	0.015	1
253	0.127788	-88.692435	198.364583	36.593889	J131327.48+363538.0	198.3645391	36.5938897	8.511	0.021	51.1	74.519997	8.341	0.019	56	48.419998	5.319	0.013	83.6	74.889999	2.868	0.023	47.3           5	3.040001	5	107.62	0.58	-5	6.965	0.007	1	107.62	0.58	-5	6.852	0.007	1	107.62	0.58	-5	3.558	0.008	1	114.83	0.63	-5	1.768	0.015	1
254	0.319281	-43.935406	200.248333	8.978333	J132059.58+085842.2	200.248271	8.9783972	10.468	0.022	49.9	39.02	9.914	0.02	54.5	12.23	6.238	0.014	79.1	20.719999	4.289	0.022	48.7	2.331	5	22.26	0.59	30	10.262	0.006	0	22.26	0.59	30	9.819	0.006	0	22.26	0.59	30	6.448	0.006	0	26.51	0.69	30	4.515	0.01	17
255	1.321283	-81.687581	21.112083	33.799444	J012426.79+334758.1	21.1116463	33.7994975	10.045	0.022	49	46.02	9.691	0.019	57.8	20.209999	6.257	0.013	82.5	30.34	3.981	0.022	48.6	4.669	5	22.66	0.63	70	9.705	0.005	0	22.66	0.63	70	9.423	0.006	0	22.66	0.63	70	6.289	0.006	0	26.99	0.74	70	4.155	0.008	1
256	0.91976	71.914947	203.950833	2.998889	J133548.25+025956.2	203.9510765	2.9989682	10.64	0.023	48.2	28.860001	10.079	0.019	56.2	9.41	7.128	0.015	72.6	6.006	4.912	0.024	45.3	1.101	5	21.14	0.69	-45	10.193	0.006	1	21.14	0.69	-45	9.817	0.006	1	21.14	0.69	-45	7.209	0.007	1	24.42	0.77	-45	5.164	0.017	1
257	1.81799	-68.704954	204.566667	4.5425	J133815.88+043233.6	204.5661947	4.5426834	9.187	0.022	48.6	5.944	8.378	0.02	55.4	2.665	6.354	0.014	76.6	1.368	4.465	0.023	48.1	0.9644	5	39.86	0.51	15	8.98	0.006	1	39.86	0.51	15	8.287	0.006	1	39.86	0.51	15	6.438	0.006	1	42.52	0.56	15	4.548	0.014	1
258	0.623516	-42.761655	20.976667	-35.065556	J012354.36-350355.5	20.976523	-35.0654284	9.379	0.023	46.4	2.841	8.547	0.019	57	1.779	5.888	0.014	75.8	2.03	3.585	0.021	51.5	0.797	5	14.67	0.85	-80	9.45	0.006	0	14.67	0.85	-80	8.63	0.005	0	14.67	0.85	-80	6.228	0.006	0	18.29	0.92	-80	4.087	0.007	1
259	1.327889	60.14311	205.534583	35.654167	J134208.39+353915.6	205.534977	35.6543503	10.221	0.023	46.8	37.619999	10.062	0.02	53.3	17.690001	7.499	0.016	67.1	1.399	4.997	0.027	40.7	1.016	5	51.23	0.85	5	8.827	0.007	1	51.23	0.85	5	8.821	0.007	1	51.23	0.85	5	7.25	0.017	1	53.31	0.87	5	5.001	0.047	1
260	0.471795	-142.448095	206.33	41.7125	J134519.17+414244.6	206.329893	41.7123961	9.409	0.023	47.6	47.400002	9.09	0.02	53.3	22.17	6.769	0.014	77.8	16.950001	4.799	0.024	44.3	4.226	5	87.82	0.28	-85	8.27	0.005	1	87.82	0.28	-85	8.122	0.006	1	87.82	0.28	-85	5.612	0.006	1	107.27	0.39	-85	3.943	0.014	1
261	0.56936	-159.875732	213.312083	-3.2075	J141314.88-031227.5	213.3120288	-3.2076485	7.399	0.027	40.1	1.629	6.244	0.019	56	1.624	3.692	0.015	70.4	2.785	1.068	0.014	76.7	1.605	4	73.61	0.33	90	7.41	0.005	17	73.61	0.33	90	6.327	0.005	17	73.61	0.33	90	3.759	0.005	17	89.92	0.45	90	1.028	0.007	1
262	1.019151	46.119694	214.497917	25.136667	J141759.55+250812.7	214.4981421	25.1368629	9.165	0.023	48.2	5.11	8.383	0.021	52.1	1.744	5.56	0.014	75.4	1.797	3.016	0.017	63.8	0.8105	5	26.75	0.87	-40	8.993	0.005	0	26.75	0.87	-40	8.317	0.006	0	26.75	0.87	-40	5.636	0.006	0	28.86	0.89	-40	3.161	0.006	1
263	0.37209	70.247941	216.095417	24.614167	J142422.92+243651.1	216.0955237	24.6142016	10.165	0.023	47.4	18.469999	9.439	0.02	54	5.612	5.917	0.015	71	3.902	3.003	0.018	60.5	2.299	5	39.24	0.41	90	9.581	0.006	1	39.24	0.41	90	9.095	0.006	1	39.24	0.41	90	5.766	0.006	1	44.5	0.51	90	3.033	0.006	1
264	1.334887	81.818728	218.4675	5.458333	J143352.28+052730.1	218.4678687	5.4583861	10.417	0.022	48.3	15.05	9.898	0.021	52.9	4.643	6.835	0.015	74.5	7.331	4.453	0.023	47.2	2.534	5	37.85	0.83	25	9.664	0.006	1	37.85	0.83	25	9.34	0.006	1	37.85	0.83	25	6.065	0.006	1	39.38	0.85	25	4.101	0.013	1
265	0.663074	108.007443	218.718333	48.661944	J143452.46+483942.7	218.7185985	48.6618875	11.864	0.023	47.9	12.55	11.299	0.021	52.7	2.522	8.039	0.017	64.2	1.315	5.566	0.032	33.7	0.8937	5	12.84	0.79	-5	11.794	0.007	0	12.84	0.79	-5	11.33	0.007	0	12.84	0.79	-5	8.474	0.011	0	17.48	0.89	-5	6.125	0.028	1
266	0.420291	-54.159092	220.599583	-17.253056	J144223.87-171510.7	220.5994842	-17.2529872	9.347	0.022	49.3	51.91	9.02	0.019	56.8	25.549999	5.344	0.014	80	19.57	2.726	0.02	54.3	1.633	5	80.51	0.47	32	8.067	0.006	1	80.51	0.47	32	7.991	0.006	1	80.51	0.47	32	4.972	0.006	1	88.77	0.54	32	2.537	0.01	1
267	0.781519	59.193353	228.763333	42.049722	J151503.26+420259.4	228.7635844	42.0498334	9.906	0.022	48.4	54.07	9.63	0.02	54.5	24.290001	6.58	0.014	78.2	21.43	3.987	0.022	50.3           1	4.01	5	67.29	0.37	20	8.457	0.006	1	67.29	0.37	20	8.307	0.006	1	67.29	0.37	20	5.033	0.006	1	81.44	0.49	20	3.002	0.007	17
268	1.0704	-41.415492	237.104167	-13.757778	J154824.95-134527.1	237.1039642	-13.7575548	8.612	0.023	47.3	4	7.754	0.02	54.7	1.704	4.836	0.015	72.5	3.949	2.475	0.015	73.3	0.9549	5	24.81	0.89	-30	8.516	0.005	0	24.81	0.89	-30	7.726	0.005	0	24.81	0.89	-30	4.935	0.006	0	27.01	0.9	-30	2.606	0.006	1
269	6.141193	16.373173	253.192083	-59.218611	J165246.32-591301.1	253.1930229	-59.2169744	8.798	0.021	51.2	42.77	8.287	0.019	57	17.959999	4.06	0.014	79	13.17	0.904	0.018	60.7	6.842	5	99.15	0.75	-7	6.793	0.008	1	99.15	0.75	-7	6.582	0.008	1	99.15	0.75	-7	2.757	0.009	1	103.43	0.77	-7	0.287	0.013	1
270	0.668109	-9.450767	253.245417	2.400833	J165258.89+022403.6	253.2453862	2.4010164	9.341	0.023	47.8	21.76	8.618	0.021	50.6	6.435	4.532	0.015	71.7	5.827	1.274	0.018	59.8	2.511	5	40.06	0.58	15	8.852	0.006	1	40.06	0.58	15	8.344	0.006	1	40.06	0.58	15	4.59	0.006	1	42.74	0.63	15	1.35	0.006	1
271	0.403705	79.903052	259.247917	-62.820556	J171659.55-624913.9	259.2481584	-62.8205359	8.947	0.022	49.7	29.950001	7.886	0.019	56.2	5.495	4.559	0.015	71.8	3.712	1.672	0.017	65.5	0.9187	5	117.62	0.68	-62	6.678	0.009	1	117.62	0.68	-62	6.438	0.008	1	117.62	0.68	-62	3.327	0.008	1	124.51	0.73	-62	1.059	0.01	17
272	0.38034	-23.20913	270.030417	66.615	J180007.27+663654.3	270.0303118	66.6150971	10.837	0.023	47.4	23.91	9.969	0.019	57.2	5.282	5.87	0.014	76.2	2.995	2.602	0.015	72.9	0.8275	5	36.95	0.49	-80	10.132	0.005	1	36.95	0.49	-80	9.623	0.006	1	36.95	0.49	-80	5.929	0.005	1	40.74	0.56	-80	2.72	0.007	1
273	0.217342	-114.139438	295.669167	-10.323611	J194240.58-101925.0	295.6691107	-10.3236358	9.412	0.023	47.5	31.040001	8.863	0.019	57.7	12.7	6.094	0.015	71.9	3.908	3.661	0.02	54.6	4.226	5	72.36	0.94	65	7.582	0.006	17	72.36	0.94	65	7.465	0.007	1	72.36	0.94	65	4.518	0.008	1	74.72	0.95	65	2.538	0.016	17
274	1.331118	-4.370192	302.195417	-61.100278	J200846.88-610559.6	302.1953584	-61.0999091	8.569	0.024	45.5	4.266	7.673	0.02	53	1.672	5.254	0.016	68.2	2.037	3.268	0.021	52.9	1.16	4	29.31	0.66	30	8.423	0.005	0	29.31	0.66	30	7.621	0.005	0	29.31	0.66	30	5.308	0.006	0	32	0.71	30	3.413	0.008	1
275	0.622555	-8.301414	330.507917	-31.869722	J220201.89-315210.3	330.5078873	-31.8695511	8.41	0.022	49.1	14.96	7.557	0.019	56.6	4.806	5.193	0.014	78.6	14.94	3.067	0.018	59.1	3.377	5	60.54	0.51	-82	7.854	0.006	1	60.54	0.51	-82	7.266	0.006	1	60.54	0.51	-82	5.027	0.006	1	64.59	0.56	-82	2.967	0.009	1
