#Name	cntr_01	dist_x	pang_x	ra_01	dec_01	designation	ra	dec	w1mpro	w1sigmpro	w1rchi2	w2mpro	w2sigmpro	w2rchi2	w3mpro	w3sigmpro	w3rchi2	w4mpro	w4sigmpro	w4rchi2	cc_flags	ext_flg	ph_qual	w1mag	w1sigm	w1flg	w1mcor	w2mag	w2sigm	w2flg	w2mcor	w3mag	w3sigm	w3flg	w3mcor	w4mag	w4sigm	w4flg	w4mcor	w1mag_1	w1sigm_1	w1flg_1	w2mag_1	w2sigm_1	w2flg_1	w3mag_1	w3sigm_1	w3flg_1	w4mag_1	w4sigm_1	w4flg_1	w1mag_2	w1sigm_2	w1flg_2	w2mag_2	w2sigm_2	w2flg_2	w3mag_2	w3sigm_2	w3flg_2	w4mag_2	w4sigm_2	w4flg_2	w1mag_3	w1sigm_3	w1flg_3	w2mag_3	w2sigm_3	w2flg_3	w3mag_3	w3sigm_3	w3flg_3	w4mag_3	w4sigm_3	w4flg_3	w1mag_4	w1sigm_4	w1flg_4	w2mag_4	w2sigm_4	w2flg_4	w3mag_4	w3sigm_4	w3flg_4	w4mag_4	w4sigm_4	w4flg_4	w1mag_5	w1sigm_5	w1flg_5	w2mag_5	w2sigm_5	w2flg_5	w3mag_5	w3sigm_5	w3flg_5	w4mag_5	w4sigm_5	w4flg_5	w1mag_6	w1sigm_6	w1flg_6	w2mag_6	w2sigm_6	w2flg_6	w3mag_6	w3sigm_6	w3flg_6	w4mag_6	w4sigm_6	w4flg_6	w1mag_7	w1sigm_7	w1flg_7	w2mag_7	w2sigm_7	w2flg_7	w3mag_7	w3sigm_7	w3flg_7	w4mag_7	w4sigm_7	w4flg_7	w1mag_8	w1sigm_8	w1flg_8	w2mag_8	w2sigm_8	w2flg_8	w3mag_8	w3sigm_8	w3flg_8	w4mag_8	w4sigm_8	w4flg_8	xscprox	w1rsemi	w1ba	w1pa	w1gmag	w1gerr	w1gflg	w2rsemi	w2ba	w2pa	w2gmag	w2gerr	w2gflg	w3rsemi	w3ba	w3pa	w3gmag	w3gerr	w3gflg	w4rsemi	w4ba	w4pa	w4gmag	w4gerr	w4gflg
Mrk198	190	0.189249	55.903076	182.30875	47.058333	J120914.11+470330.1	182.3088139	47.0583628	10.912	0.023	9.891	10.146	0.02	2.851	6.811	0.016	1.393	4.593	0.027	0.8679	0	5	AAAA	10.904	0.006	0	0.261	10.147	0.006	0	0.319	6.824	0.006	0	0.825	4.564	0.014	1	0.576	11.616	0.006	0	10.94	0.006	0	8.248	0.007	0	5.639	0.015	1	11.165	0.006	0	10.466	0.006	0	7.649	0.006	0	5.14	0.014	1	10.96	0.006	0	10.263	0.006	0	7.317	0.006	0	4.847	0.014	1	10.848	0.006	0	10.167	0.006	0	7.128	0.006	0	4.692	0.016	1	10.776	0.006	0	10.111	0.006	16	7.021	0.006	0	4.626	0.019	1	10.725	0.006	1	10.074	0.006	17	6.961	0.006	1	4.599	0.023	1	10.689	0.006	1	10.048	0.006	17	6.927	0.007	1	4.587	0.027	1	10.661	0.006	17	10.029	0.006	17	6.906	0.007	1	4.585	0.032	1	0.29	15.78	0.78	15	10.844	0.006	0	15.78	0.78	15	10.164	0.006	0	15.78	0.78	15	7.125	0.006	0	19.95	0.86	15	5.021	0.014	1
Mrk202	191	0.692995	-22.15965	184.479167	58.659722	J121754.96+583935.6	184.4790271	58.6599005	11.797	0.023	5.605	11.224	0.02	2.036	8.037	0.019	1.037	5.865	0.038	0.8872	0	5	AAAA	11.784	0.006	1	0.261	11.216	0.007	1	0.319	8.029	0.011	1	0.825	5.854	0.037	1	0.576	12.486	0.006	1	12.013	0.007	1	9.451	0.013	1	6.922	0.039	1	12.045	0.006	1	11.535	0.007	1	8.854	0.011	1	6.43	0.037	1	11.855	0.006	1	11.334	0.007	1	8.529	0.011	1	6.129	0.038	1	11.763	0.006	1	11.244	0.007	17	8.349	0.011	1	5.975	0.044	1	11.709	0.006	1	11.196	0.007	17	8.249	0.012	1	5.914	0.052	1	11.674	0.007	17	11.165	0.008	17	8.193	0.013	1	5.879	0.063	1	11.648	0.007	17	11.144	0.008	17	8.159	0.015	1	5.859	0.075	1	11.628	0.007	17	11.129	0.009	17	8.138	0.016	1	5.843	0.089	17	0.69	11.73	0.92	5	11.843	0.006	1	11.73	0.92	5	11.322	0.007	1	11.73	0.92	5	8.505	0.011	1	16.75	0.97	5	6.428	0.037	1
Mrk279	192	0.581475	160.578574	208.264167	69.308333	J135303.43+691829.4	208.2643187	69.308181	10.333	0.023	7.003	9.407	0.02	2.651	5.87	0.015	1.806	3.369	0.018	0.834	0	5	AAAA	10.344	0.006	0	0.261	9.414	0.006	0	0.319	5.88	0.006	0	0.825	3.376	0.006	1	0.576	11.04	0.006	0	10.199	0.006	0	7.308	0.006	0	4.45	0.006	0	10.605	0.006	0	9.733	0.006	0	6.705	0.006	0	3.952	0.006	1	10.414	0.006	16	9.54	0.006	0	6.376	0.006	0	3.661	0.006	1	10.312	0.006	16	9.453	0.006	0	6.189	0.006	0	3.505	0.006	1	10.248	0.006	16	9.405	0.006	16	6.085	0.006	0	3.427	0.007	1	10.205	0.006	16	9.375	0.006	16	6.028	0.006	0	3.374	0.007	1	10.174	0.006	16	9.354	0.006	16	5.996	0.006	0	3.324	0.008	1	10.152	0.006	17	9.34	0.006	17	5.977	0.006	1	3.272	0.008	17	0.72	18.13	0.73	40	10.267	0.006	16	18.13	0.73	40	9.421	0.006	16	18.13	0.73	40	6.127	0.006	0	22.48	0.84	40	3.727	0.006	1
Mrk290	193	0.521708	0.924395	233.968333	57.9025	J153552.40+575409.5	233.9683377	57.9026449	10.434	0.023	3.105	9.505	0.019	2.101	6.568	0.015	1.762	4.114	0.021	1.005	0	5	AAAA	10.44	0.005	0	0.261	9.51	0.006	0	0.319	6.566	0.006	0	0.825	4.106	0.007	1	0.576	11.098	0.006	0	10.283	0.006	0	7.988	0.006	0	5.172	0.007	1	10.701	0.005	0	9.829	0.006	0	7.391	0.006	0	4.682	0.007	1	10.547	0.005	0	9.651	0.006	0	7.067	0.006	0	4.398	0.007	1	10.481	0.005	0	9.579	0.006	0	6.886	0.006	0	4.253	0.008	1	10.448	0.006	0	9.545	0.006	0	6.786	0.006	0	4.194	0.009	1	10.428	0.006	1	9.526	0.006	17	6.73	0.006	0	4.168	0.01	1	10.414	0.006	17	9.513	0.006	17	6.699	0.006	1	4.161	0.011	1	10.403	0.006	17	9.503	0.006	17	6.68	0.006	1	4.16	0.013	1	0.09	10.5	0.85	70	10.61	0.005	0	10.5	0.85	70	9.72	0.006	0	10.5	0.85	70	7.202	0.006	0	15.34	0.93	70	4.802	0.007	1
Mrk3	194	0.278778	103.212744	93.90125	71.0375	J061536.35+710214.9	93.901482	71.0374823	9.248	0.023	22.59	8.38	0.02	5.361	null	null	null	null	null	null	0	5	AAXX	9.245	0.006	0	0.261	8.42	0.006	0	0.319	null	null	null	null	null	null	null	null	9.997	0.006	0	9.225	0.006	0	null	null	null	null	null	null	9.506	0.006	0	8.739	0.006	0	null	null	null	null	null	null	9.265	0.006	0	8.521	0.006	0	null	null	null	null	null	null	9.126	0.006	0	8.411	0.006	0	null	null	null	null	null	null	9.036	0.006	0	8.346	0.006	0	null	null	null	null	null	null	8.97	0.006	0	8.3	0.006	0	null	null	null	null	null	null	8.919	0.006	0	8.267	0.006	0	null	null	null	null	null	null	8.88	0.006	0	8.24	0.006	0	null	null	null	null	null	null	0.58	37.24	0.83	20	8.793	0.006	17	37.24	0.83	20	8.184	0.006	1	null	null	null	null	null	null	null	null	null	null	null	null
Mrk335	195	0.80496	39.14216	1.58125	20.202778	J000619.53+201210.6	1.5814004	20.2029512	9.083	0.022	1.771	8.102	0.02	1.604	5.718	0.014	1.811	3.572	0.022	0.7583	0	4	AAAA	9.127	0.005	0	0.261	8.123	0.005	0	0.319	5.734	0.006	0	0.825	3.542	0.01	17	0.576	9.768	0.006	0	8.891	0.006	0	7.157	0.006	0	4.612	0.01	1	9.388	0.005	0	8.442	0.005	0	6.559	0.006	0	4.118	0.01	17	9.251	0.005	0	8.271	0.005	0	6.236	0.006	0	3.835	0.01	17	9.196	0.005	0	8.204	0.005	0	6.059	0.006	0	3.691	0.011	17	9.171	0.005	0	8.173	0.005	0	5.963	0.006	0	3.63	0.013	17	9.156	0.005	1	8.155	0.005	1	5.911	0.006	1	3.603	0.016	17	9.146	0.005	1	8.144	0.005	1	5.882	0.006	1	3.593	0.019	17	9.138	0.005	1	8.135	0.006	1	5.865	0.006	1	3.588	0.022	17	0.64	16.04	1	-30	9.174	0.005	0	16.04	1	-30	8.177	0.005	0	16.04	1	-30	5.976	0.006	0	19.29	1	-30	3.955	0.01	17
Mrk348	196	0.536851	80.013741	12.19625	31.956944	J004847.14+315725.0	12.1964231	31.9569703	9.396	0.024	5.018	8.189	0.02	3.265	5.077	0.015	2.028	2.68	0.019	0.7416	0	5	AAAA	9.416	0.006	0	0.261	8.201	0.005	0	0.319	5.092	0.006	0	0.825	2.67	0.007	0	0.576	10.085	0.006	0	8.972	0.006	0	6.524	0.006	0	3.746	0.007	0	9.677	0.006	0	8.52	0.005	0	5.917	0.006	0	3.246	0.007	0	9.509	0.006	0	8.34	0.005	0	5.585	0.006	0	2.959	0.007	0	9.426	0.006	0	8.263	0.005	0	5.397	0.006	0	2.813	0.007	1	9.375	0.006	0	8.224	0.006	0	5.291	0.006	0	2.75	0.008	17	9.339	0.006	0	8.199	0.006	0	5.231	0.006	0	2.721	0.009	17	9.311	0.006	0	8.182	0.006	0	5.197	0.006	0	2.709	0.01	17	9.288	0.006	0	8.168	0.006	0	5.176	0.006	0	2.7	0.011	17	0.36	25.48	0.91	-20	9.292	0.006	0	25.48	0.91	-20	8.171	0.006	0	25.48	0.91	-20	5.179	0.006	0	27.29	0.92	-20	2.838	0.007	1
Mrk352	197	0.377941	-41.720372	14.972083	31.826944	J005953.28+314937.2	14.9720011	31.8270228	11.162	0.022	8.223	10.62	0.019	2.546	8.651	0.024	1.144	6.765	0.065	0.9429	hh00	5	AAAA	11.137	0.006	0	0.261	10.6	0.007	0	0.319	8.578	0.016	0	0.825	6.699	0.066	17	0.576	11.845	0.006	0	11.394	0.007	0	10.021	0.02	0	7.782	0.072	1	11.398	0.006	0	10.919	0.007	0	9.403	0.016	0	7.275	0.066	17	11.193	0.006	0	10.713	0.007	0	9.053	0.015	0	6.972	0.067	17	11.084	0.006	1	10.615	0.007	1	8.847	0.016	1	6.831	0.076	17	11.015	0.006	1	10.561	0.007	1	8.723	0.017	1	6.8	0.092	17	10.963	0.006	1	10.526	0.008	1	8.643	0.018	1	6.825	0.114	17	10.913	0.006	1	10.499	0.009	1	8.588	0.02	1	6.898	0.146	17	10.862	0.006	1	10.474	0.009	1	8.547	0.022	1	6.993	0.188	17	0.38	13.98	0.94	80	11.09	0.006	1	13.98	0.94	80	10.621	0.007	1	13.98	0.94	80	8.861	0.016	1	17.1	0.97	80	7.254	0.066	17
Mrk359	198	1.185515	-99.64784	21.885833	19.178889	J012732.51+191043.8	21.8854896	19.1788337	10.176	0.022	12.44	9.454	0.019	3.43	6.204	0.015	2.19	3.729	0.023	0.7943	0	5	AAAA	10.185	0.006	0	0.261	9.452	0.006	0	0.319	6.22	0.006	0	0.825	3.689	0.007	1	0.576	10.897	0.006	0	10.245	0.006	0	7.657	0.006	0	4.758	0.008	0	10.446	0.006	0	9.771	0.006	0	7.045	0.006	0	4.265	0.007	1	10.241	0.006	0	9.568	0.006	0	6.711	0.006	0	3.981	0.007	1	10.134	0.006	0	9.473	0.006	0	6.523	0.006	0	3.836	0.008	1	10.074	0.006	0	9.422	0.006	0	6.418	0.006	0	3.775	0.009	1	10.037	0.006	0	9.391	0.006	0	6.36	0.006	0	3.748	0.01	1	10.014	0.006	1	9.37	0.006	1	6.328	0.006	1	3.74	0.011	1	9.996	0.006	1	9.354	0.006	1	6.31	0.006	1	3.739	0.013	17	0.48	17.29	0.88	30	10.079	0.006	0	17.29	0.88	30	9.427	0.006	0	17.29	0.88	30	6.429	0.006	0	20.42	0.92	30	4.088	0.007	1
Mrk417	199	0.532951	43.119565	162.37875	22.964444	J104930.92+225752.3	162.3788599	22.9645525	10.985	0.023	5.3	10.036	0.02	2.474	6.821	0.017	1.962	4.335	0.025	0.887	0	5	AAAA	11.009	0.006	0	0.261	10.054	0.006	0	0.319	6.853	0.007	0	0.825	4.303	0.015	17	0.576	11.697	0.006	0	10.834	0.006	0	8.277	0.008	0	5.368	0.016	1	11.27	0.006	0	10.373	0.006	0	7.678	0.007	0	4.879	0.015	17	11.09	0.006	0	10.187	0.006	0	7.348	0.007	0	4.598	0.016	17	11.001	0.006	1	10.107	0.006	1	7.159	0.007	1	4.458	0.018	17	10.948	0.006	1	10.066	0.006	1	7.053	0.007	1	4.398	0.021	17	10.908	0.006	1	10.04	0.007	1	6.993	0.008	1	4.369	0.026	17	10.872	0.006	1	10.019	0.007	1	6.959	0.008	1	4.354	0.03	17	10.841	0.006	1	10.002	0.007	17	6.938	0.009	1	4.34	0.036	17	0.51	12.19	0.82	10	11.092	0.006	0	12.19	0.82	10	10.188	0.006	0	12.19	0.82	10	7.351	0.007	0	16.41	0.9	10	4.945	0.015	17
Mrk477	200	0.016858	17.747292	220.15875	53.504444	J144038.10+533016.0	220.1587524	53.5044489	11.287	0.022	5.576	10.084	0.02	2.02	6.124	0.015	2.764	3.121	0.018	0.9565	0h00	5	AAAA	11.294	0.006	0	0.261	10.099	0.006	0	0.319	6.133	0.006	0	0.825	3.124	0.006	1	0.576	11.978	0.006	0	10.874	0.006	0	7.555	0.006	0	4.193	0.006	1	11.555	0.006	0	10.418	0.006	0	6.958	0.006	0	3.7	0.006	1	11.379	0.006	0	10.235	0.006	0	6.629	0.006	0	3.414	0.006	1	11.287	0.006	1	10.156	0.006	1	6.442	0.006	1	3.266	0.006	1	11.205	0.006	1	10.107	0.006	1	6.336	0.006	1	3.202	0.006	1	11.094	0.006	1	10.058	0.006	1	6.276	0.006	1	3.172	0.007	1	10.96	0.006	17	10.006	0.006	1	6.243	0.006	1	3.157	0.007	1	10.852	0.006	17	9.961	0.006	1	6.223	0.006	1	3.144	0.008	1	0.71	9.73	0.93	-70	11.467	0.006	0	9.73	0.93	-70	10.325	0.006	0	9.73	0.93	-70	6.803	0.006	0	14.24	0.96	-70	3.889	0.006	1
Mrk50	201	0.752126	131.145703	185.850417	2.679167	J122324.13+024044.5	185.8505742	2.6790292	11.259	0.022	7.688	10.525	0.02	2.204	8.022	0.023	0.7911	6.233	0.07	0.9809	0	5	AAAA	11.237	0.008	0	0.261	10.507	0.006	0	0.319	7.999	0.022	0	0.825	6.262	0.102	1	0.576	11.941	0.009	0	11.295	0.007	0	9.418	0.027	0	7.313	0.105	1	11.498	0.008	0	10.826	0.006	0	8.824	0.022	0	6.838	0.102	1	11.304	0.007	1	10.629	0.006	1	8.499	0.021	1	6.596	0.112	1	11.191	0.007	1	10.531	0.006	1	8.316	0.022	1	6.539	0.14	1	11.096	0.007	1	10.463	0.007	1	8.215	0.024	1	6.571	0.184	1	11.008	0.007	1	10.405	0.007	1	8.155	0.027	1	6.63	0.242	1	10.942	0.007	1	10.361	0.007	1	8.114	0.03	1	6.702	0.316	1	10.905	0.007	1	10.333	0.007	1	8.086	0.033	1	6.733	0.391	1	0.63	10.83	0.9	-25	11.341	0.007	1	10.83	0.9	-25	10.666	0.006	1	10.83	0.9	-25	8.566	0.021	1	15.46	0.95	-25	6.935	0.101	1
Mrk509	202	0.818993	71.440568	311.040417	-10.723611	J204409.75-104324.7	311.0406362	-10.7235387	8.744	0.023	1.737	7.854	0.02	1.637	5.183	0.013	2.378	2.793	0.022	0.7697	0	4	AAAA	8.765	0.005	0	0.261	7.854	0.005	0	0.319	5.25	0.006	0	0.825	2.807	0.006	1	0.576	9.403	0.006	0	8.615	0.005	0	6.681	0.006	0	3.881	0.006	0	9.026	0.005	0	8.173	0.005	0	6.075	0.006	0	3.383	0.006	1	8.887	0.005	0	8.003	0.005	0	5.744	0.006	0	3.092	0.006	1	8.83	0.005	0	7.936	0.005	0	5.56	0.006	0	2.942	0.007	1	8.802	0.005	0	7.904	0.005	0	5.458	0.006	0	2.877	0.007	1	8.784	0.005	0	7.885	0.005	0	5.402	0.006	0	2.846	0.008	17	8.77	0.005	0	7.872	0.005	0	5.371	0.006	0	2.833	0.008	17	8.76	0.005	1	7.862	0.005	1	5.353	0.006	0	2.827	0.009	17	0.19	14.25	0.85	80	8.84	0.005	0	14.25	0.85	80	7.948	0.005	0	14.25	0.85	80	5.595	0.006	0	17.77	0.92	80	3.351	0.006	1
Mrk590	203	0.589838	-109.033538	33.64	-0.766667	J021433.56-004600.1	33.6398451	-0.7667201	10.276	0.023	23.280001	9.859	0.02	8.408	6.635	0.016	4.068	3.912	0.022	1.037	0	5	AAAA	10.271	0.006	0	0.261	9.854	0.006	0	0.319	6.596	0.007	0	0.825	3.833	0.008	1	0.576	11.037	0.006	0	10.697	0.006	0	8.073	0.007	0	4.928	0.008	0	10.532	0.006	0	10.173	0.006	0	7.421	0.007	0	4.409	0.008	1	10.271	0.006	0	9.916	0.006	0	7.034	0.006	0	4.105	0.008	1	10.111	0.006	0	9.769	0.006	0	6.79	0.006	0	3.943	0.009	1	9.998	0.006	0	9.668	0.006	0	6.628	0.006	0	3.866	0.01	1	9.909	0.006	0	9.592	0.006	0	6.516	0.007	0	3.829	0.011	1	9.837	0.006	0	9.532	0.006	16	6.436	0.007	0	3.814	0.013	1	9.778	0.006	1	9.483	0.006	17	6.377	0.007	0	3.81	0.015	1	0.25	27.82	0.94	-55	9.738	0.006	1	27.82	0.94	-55	9.449	0.006	17	27.82	0.94	-55	6.34	0.007	1	29.75	0.95	-55	3.917	0.009	1
Mrk595	204	0.469976	-117.917026	40.395417	7.187222	J024134.87+071113.7	40.3953004	7.1871611	10.706	0.021	6.973	10.106	0.02	2.51	7.279	0.017	1.344	4.751	0.03	0.8338	0	5	AAAA	10.713	0.006	0	0.261	10.119	0.006	0	0.319	7.254	0.01	0	0.825	4.71	0.026	1	0.576	11.407	0.006	0	10.91	0.006	0	8.693	0.012	0	5.781	0.027	1	10.974	0.006	0	10.438	0.006	0	8.079	0.01	0	5.286	0.026	1	10.789	0.006	0	10.24	0.006	0	7.742	0.01	0	5.006	0.027	1	10.693	0.006	0	10.145	0.006	0	7.549	0.01	0	4.864	0.031	1	10.628	0.006	1	10.087	0.006	1	7.437	0.01	1	4.809	0.038	1	10.568	0.006	1	10.039	0.006	1	7.369	0.011	1	4.79	0.046	1	10.502	0.006	1	9.99	0.006	1	7.327	0.012	1	4.788	0.056	1	10.429	0.006	1	9.941	0.007	1	7.299	0.014	1	4.796	0.067	1	0.24	14.03	0.76	-85	10.741	0.006	0	14.03	0.76	-85	10.196	0.006	0	14.03	0.76	-85	7.651	0.01	0	19.45	0.88	-85	5.186	0.026	1
Mrk6	205	0.188358	33.440936	103.05125	74.426944	J065212.32+742537.1	103.0513574	74.4269881	8.409	0.023	5.625	7.622	0.02	2.695	5.207	0.015	14.28	2.818	0.025	1.624	0	5	AAAA	8.432	0.005	0	0.261	7.633	0.005	0	0.319	5.277	0.006	0	0.825	2.797	0.007	1	0.576	9.085	0.005	0	8.408	0.005	0	6.713	0.006	0	3.872	0.007	1	8.693	0.005	0	7.952	0.005	0	6.102	0.006	0	3.373	0.007	1	8.542	0.005	0	7.773	0.005	0	5.768	0.006	0	3.085	0.007	1	8.477	0.005	0	7.699	0.005	0	5.577	0.006	0	2.933	0.007	1	8.442	0.005	0	7.663	0.005	0	5.47	0.006	0	2.867	0.007	1	8.419	0.005	1	7.641	0.005	1	5.409	0.006	1	2.837	0.008	1	8.401	0.005	1	7.626	0.005	17	5.373	0.006	1	2.825	0.009	1	8.388	0.005	17	7.614	0.005	17	5.351	0.006	1	2.82	0.01	1	0.16	25.01	0.72	-50	8.404	0.005	1	25.01	0.72	-50	7.63	0.005	1	25.01	0.72	-50	5.385	0.006	1	27.96	0.78	-50	3.004	0.007	1
Mrk618	206	1.398263	86.67761	69.0925	-10.376111	J043622.29-102233.9	69.0928942	-10.3760886	9.543	0.023	4.469	8.397	0.021	1.768	5.102	0.015	1.458	2.711	0.021	0.6325	0	5	AAAA	9.554	0.005	0	0.261	8.392	0.005	0	0.319	5.164	0.006	0	0.825	2.694	0.006	0	0.576	10.219	0.006	0	9.165	0.006	0	6.597	0.006	0	3.768	0.006	0	9.815	0.005	0	8.711	0.005	0	5.989	0.006	0	3.27	0.006	0	9.649	0.005	0	8.531	0.005	0	5.651	0.006	0	2.98	0.006	0	9.568	0.005	0	8.454	0.005	0	5.455	0.006	0	2.83	0.006	17	9.523	0.005	0	8.414	0.005	0	5.344	0.006	0	2.766	0.007	17	9.495	0.005	0	8.39	0.005	0	5.281	0.006	0	2.738	0.007	17	9.475	0.006	0	8.374	0.005	0	5.246	0.006	0	2.728	0.008	17	9.46	0.006	0	8.363	0.005	0	5.225	0.006	0	2.724	0.009	17	0.77	18.48	0.64	-2	9.549	0.005	0	18.48	0.64	-2	8.441	0.005	0	18.48	0.64	-2	5.422	0.006	0	22.76	0.76	-2	3.083	0.006	0
Mrk653	207	0.44744	-115.854061	189.965417	34.975	J123951.66+345829.8	189.9652802	34.9749458	11.451	0.023	14.62	10.652	0.021	3.581	7.376	0.018	1.567	4.882	0.03	1.221	0	5	AAAA	11.392	0.006	0	0.261	10.631	0.006	0	0.319	7.366	0.008	0	0.825	4.866	0.016	1	0.576	12.136	0.006	0	11.437	0.007	0	8.801	0.009	0	5.938	0.017	1	11.653	0.006	0	10.95	0.006	0	8.191	0.008	0	5.442	0.016	1	11.421	0.006	0	10.734	0.006	0	7.849	0.008	0	5.152	0.017	1	11.29	0.006	1	10.625	0.006	1	7.649	0.008	1	5.002	0.019	1	11.204	0.006	1	10.561	0.007	1	7.529	0.008	1	4.937	0.022	1	11.144	0.006	1	10.517	0.007	1	7.456	0.008	1	4.9	0.025	1	11.101	0.006	1	10.486	0.007	1	7.41	0.009	1	4.883	0.03	1	11.067	0.006	1	10.463	0.007	1	7.381	0.01	1	4.877	0.035	17	0.66	16.15	0.83	-50	11.255	0.006	1	16.15	0.83	-50	10.6	0.006	1	16.15	0.83	-50	7.603	0.008	1	20.13	0.89	-50	5.293	0.016	1
Mrk704	208	0.762668	2.025095	139.608333	16.305278	J091826.00+161819.7	139.6083411	16.3054895	9.35	0.023	2.65	8.22	0.02	2.28	5.122	0.015	1.006	3.039	0.023	0.6319	0	4	AAAA	9.368	0.005	0	0.261	8.248	0.005	0	0.319	5.149	0.006	0	0.825	3.038	0.008	1	0.576	10.023	0.006	0	9.021	0.006	0	6.562	0.006	0	4.1	0.008	0	9.629	0.005	0	8.567	0.005	0	5.974	0.006	0	3.614	0.008	1	9.477	0.005	0	8.39	0.005	0	5.652	0.006	0	3.328	0.008	1	9.409	0.005	0	8.317	0.005	0	5.47	0.006	0	3.181	0.008	1	9.374	0.005	0	8.282	0.005	0	5.369	0.006	0	3.119	0.009	1	9.352	0.006	0	8.262	0.006	0	5.314	0.006	0	3.091	0.011	1	9.338	0.006	1	8.249	0.006	1	5.283	0.006	0	3.082	0.012	17	9.327	0.006	1	8.24	0.006	1	5.265	0.006	1	3.078	0.014	17	0.33	16.53	0.68	70	9.419	0.005	0	16.53	0.68	70	8.331	0.005	0	16.53	0.68	70	5.501	0.006	0	20.84	0.8	70	3.494	0.008	1
Mrk728	209	0.68044	-51.112445	165.2575	11.046944	J110101.76+110249.4	165.2573501	11.0470631	12.116	0.035	4.152	11.608	0.032	2.251	9.083	0.049	0.8603	6.677	0.136	0.9147	0	5	AAAB	11.961	0.007	1	0.261	11.448	0.008	1	0.319	8.981	0.038	1	0.825	6.595	0.132	1	0.576	12.682	0.007	1	12.258	0.008	1	10.406	0.047	1	7.682	0.142	1	12.222	0.007	1	11.767	0.008	1	9.806	0.038	1	7.171	0.132	1	12.022	0.007	1	11.558	0.008	1	9.478	0.036	1	6.89	0.14	1	11.924	0.007	1	11.465	0.008	1	9.288	0.038	1	6.755	0.162	1	11.871	0.007	1	11.419	0.008	1	9.179	0.041	1	6.704	0.196	1	11.84	0.007	1	11.392	0.009	1	9.115	0.045	1	6.686	0.24	1	11.818	0.008	1	11.373	0.01	1	9.075	0.051	1	6.671	0.288	1	11.801	0.008	1	11.358	0.01	1	9.052	0.057	1	6.661	0.343	1	0.89	10.68	0.78	-25	12.112	0.006	1	10.68	0.78	-25	11.655	0.008	1	10.68	0.78	-25	9.645	0.036	1	16.06	0.9	-25	7.267	0.132	1
Mrk739E	210	0.912139	-90.160505	174.1225	21.596111	J113629.33+213545.9	174.1222275	21.5961104	9.906	0.022	24.98	9.09	0.02	9.813	5.994	0.015	17.9	3.792	0.023	4.208	0	5	AAAA	9.913	0.006	0	0.261	9.111	0.006	0	0.319	6.032	0.006	0	0.825	3.737	0.008	1	0.576	10.636	0.006	0	9.915	0.006	0	7.493	0.006	0	4.839	0.009	1	10.174	0.006	0	9.43	0.006	0	6.857	0.006	0	4.313	0.008	1	9.959	0.006	0	9.217	0.006	0	6.495	0.006	0	4.014	0.008	1	9.847	0.006	0	9.116	0.006	0	6.281	0.006	0	3.854	0.009	1	9.783	0.006	1	9.061	0.006	1	6.154	0.006	1	3.779	0.01	1	9.742	0.006	17	9.028	0.006	1	6.077	0.006	1	3.742	0.011	1	9.715	0.006	17	9.007	0.006	1	6.032	0.006	1	3.726	0.012	1	9.694	0.006	17	8.991	0.006	1	6.004	0.006	1	3.718	0.014	1	0.56	20.88	0.82	-85	9.746	0.006	17	20.88	0.82	-85	9.033	0.006	1	20.88	0.82	-85	6.086	0.006	1	23.44	0.86	-85	4.028	0.008	1
Mrk766	211	0.612005	17.402511	184.610417	29.812778	J121826.51+294846.5	184.6104753	29.81294	9.42	0.023	6.512	8.512	0.02	2.553	5.002	0.014	3.206	2.133	0.02	1.094	0	5	AAAA	9.432	0.005	0	0.261	8.526	0.005	0	0.319	5.04	0.006	0	0.825	2.117	0.006	0	0.576	10.116	0.006	0	9.306	0.006	0	6.465	0.006	0	3.182	0.006	0	9.693	0.005	0	8.845	0.005	0	5.865	0.006	0	2.693	0.006	0	9.508	0.005	0	8.654	0.005	0	5.532	0.005	0	2.405	0.006	1	9.41	0.005	0	8.568	0.005	0	5.34	0.005	0	2.256	0.006	1	9.347	0.005	0	8.519	0.005	0	5.23	0.006	0	2.192	0.006	1	9.3	0.005	0	8.488	0.006	0	5.168	0.006	0	2.164	0.007	1	9.266	0.005	0	8.465	0.006	0	5.133	0.006	0	2.153	0.007	1	9.24	0.005	0	8.448	0.006	0	5.112	0.006	0	2.149	0.008	1	0.58	26.04	0.85	75	9.246	0.005	0	26.04	0.85	75	8.452	0.006	0	26.04	0.85	75	5.118	0.006	0	28.1	0.87	75	2.282	0.006	1
