#Name	cntr_01	dist_x	pang_x	ra_01	dec_01	designation	ra	dec	w1mpro	w1sigmpro	w1rchi2	w2mpro	w2sigmpro	w2rchi2	w3mpro	w3sigmpro	w3rchi2	w4mpro	w4sigmpro	w4rchi2	cc_flags	ext_flg	ph_qual	w1mag	w1sigm	w1flg	w1mcor	w2mag	w2sigm	w2flg	w2mcor	w3mag	w3sigm	w3flg	w3mcor	w4mag	w4sigm	w4flg	w4mcor	w1mag_1	w1sigm_1	w1flg_1	w2mag_1	w2sigm_1	w2flg_1	w3mag_1	w3sigm_1	w3flg_1	w4mag_1	w4sigm_1	w4flg_1	w1mag_2	w1sigm_2	w1flg_2	w2mag_2	w2sigm_2	w2flg_2	w3mag_2	w3sigm_2	w3flg_2	w4mag_2	w4sigm_2	w4flg_2	w1mag_3	w1sigm_3	w1flg_3	w2mag_3	w2sigm_3	w2flg_3	w3mag_3	w3sigm_3	w3flg_3	w4mag_3	w4sigm_3	w4flg_3	w1mag_4	w1sigm_4	w1flg_4	w2mag_4	w2sigm_4	w2flg_4	w3mag_4	w3sigm_4	w3flg_4	w4mag_4	w4sigm_4	w4flg_4	w1mag_5	w1sigm_5	w1flg_5	w2mag_5	w2sigm_5	w2flg_5	w3mag_5	w3sigm_5	w3flg_5	w4mag_5	w4sigm_5	w4flg_5	w1mag_6	w1sigm_6	w1flg_6	w2mag_6	w2sigm_6	w2flg_6	w3mag_6	w3sigm_6	w3flg_6	w4mag_6	w4sigm_6	w4flg_6	w1mag_7	w1sigm_7	w1flg_7	w2mag_7	w2sigm_7	w2flg_7	w3mag_7	w3sigm_7	w3flg_7	w4mag_7	w4sigm_7	w4flg_7	w1mag_8	w1sigm_8	w1flg_8	w2mag_8	w2sigm_8	w2flg_8	w3mag_8	w3sigm_8	w3flg_8	w4mag_8	w4sigm_8	w4flg_8	xscprox	w1rsemi	w1ba	w1pa	w1gmag	w1gerr	w1gflg	w2rsemi	w2ba	w2pa	w2gmag	w2gerr	w2gflg	w3rsemi	w3ba	w3pa	w3gmag	w3gerr	w3gflg	w4rsemi	w4ba	w4pa	w4gmag	w4gerr	w4gflg
NGC4939	250	1.39045	-55.201874	196.06	-10.339722	J130414.32-102022.2	196.0596776	-10.3395018	10.046	0.022	36.790001	9.694	0.02	14.12	6.866	0.017	2.409	3.878	0.023	1.47	0	5	AAAA	10.01	0.008	0	0.261	9.691	0.007	0	0.319	6.785	0.02	0	0.825	3.753	0.02	1	0.576	10.83	0.009	0	10.57	0.007	0	8.264	0.026	0	4.877	0.022	0	10.271	0.008	0	10.01	0.007	0	7.61	0.02	0	4.329	0.02	1	9.949	0.008	0	9.707	0.007	0	7.206	0.018	0	3.983	0.02	1	9.723	0.008	0	9.507	0.007	0	6.921	0.017	0	3.769	0.022	1	9.547	0.008	0	9.354	0.007	0	6.704	0.017	0	3.637	0.024	1	9.402	0.008	0	9.227	0.007	0	6.526	0.017	0	3.547	0.027	1	9.281	0.009	1	9.12	0.007	1	6.375	0.017	1	3.489	0.032	1	9.179	0.009	1	9.03	0.007	1	6.243	0.018	1	3.453	0.037	1	1.05	63.11	0.72	2	8.475	0.009	1	63.11	0.72	2	8.396	0.008	1	63.11	0.72	2	5.29	0.014	1	66.17	0.75	2	3.176	0.022	1
NGC4941	251	0.259134	-9.631452	196.054583	-5.551667	J130413.09-053305.7	196.0545712	-5.5515957	9.745	0.023	28.75	9.375	0.021	10.54	6.344	0.016	1.607	3.604	0.021	0.6101	0	5	AAAA	9.755	0.006	0	0.261	9.391	0.006	0	0.319	6.329	0.006	0	0.825	3.553	0.008	1	0.576	10.541	0.006	0	10.239	0.006	0	7.765	0.007	0	4.63	0.008	0	10.016	0.006	0	9.71	0.006	0	7.154	0.006	0	4.129	0.008	1	9.729	0.006	0	9.439	0.006	0	6.807	0.006	0	3.827	0.008	1	9.535	0.006	0	9.27	0.006	0	6.596	0.006	0	3.657	0.008	1	9.385	0.006	0	9.145	0.006	0	6.461	0.006	0	3.565	0.009	1	9.256	0.006	0	9.039	0.006	0	6.364	0.006	0	3.504	0.01	1	9.143	0.006	1	8.946	0.006	1	6.287	0.006	1	3.461	0.011	1	9.04	0.006	1	8.861	0.006	1	6.218	0.006	1	3.428	0.013	1	0.72	82.63	0.55	17	8.218	0.006	17	82.63	0.55	17	8.131	0.006	1	82.63	0.55	17	5.476	0.008	1	88.16	0.59	17	3.196	0.014	1
NGC4992	252	0.082488	-171.643207	197.273333	11.634167	J130905.59+113802.9	197.2733299	11.634144	10.491	0.022	26.620001	9.528	0.019	5.84	6.856	0.015	1.948	4.614	0.028	0.8809	0	5	AAAA	10.499	0.006	0	0.261	9.566	0.006	0	0.319	6.842	0.007	0	0.825	4.571	0.014	1	0.576	11.282	0.006	0	10.382	0.006	0	8.278	0.007	0	5.653	0.015	1	10.76	0.006	0	9.885	0.006	0	7.667	0.007	0	5.147	0.014	1	10.486	0.006	0	9.658	0.006	0	7.323	0.006	0	4.848	0.014	1	10.317	0.006	1	9.538	0.006	1	7.117	0.006	1	4.688	0.015	1	10.202	0.006	1	9.463	0.006	1	6.991	0.007	1	4.613	0.018	1	10.115	0.006	1	9.409	0.006	1	6.911	0.007	1	4.579	0.021	1	10.047	0.006	1	9.368	0.006	1	6.859	0.007	1	4.566	0.025	1	9.997	0.006	1	9.337	0.006	1	6.824	0.007	1	4.564	0.029	1	0.35	26.45	0.61	15	10.079	0.006	1	26.45	0.61	15	9.389	0.006	1	26.45	0.61	15	6.886	0.007	1	30.01	0.7	15	4.759	0.015	1
NGC5033	253	0.285561	-98.547721	198.364583	36.593889	J131327.47+363537.9	198.3644856	36.5938771	8.556	0.022	73.949997	8.367	0.019	49.220001	5.302	0.013	78.839996	2.89	0.021	56.34	0	5	AAAA	8.541	0.006	0	0.261	8.414	0.006	0	0.319	5.323	0.01	0	0.825	2.806	0.014	0	0.576	9.44	0.006	0	9.393	0.006	0	6.948	0.014	0	4.104	0.018	0	8.802	0.006	0	8.733	0.006	0	6.148	0.01	0	3.382	0.014	0	8.427	0.006	0	8.346	0.006	0	5.62	0.009	0	2.936	0.013	0	8.178	0.006	0	8.089	0.006	0	5.244	0.008	0	2.644	0.013	0	7.999	0.006	0	7.905	0.006	0	4.965	0.008	0	2.45	0.014	0	7.863	0.006	0	7.765	0.006	0	4.751	0.008	0	2.323	0.015	1	7.754	0.006	0	7.653	0.006	0	4.584	0.008	0	2.242	0.017	1	7.664	0.006	0	7.561	0.006	0	4.449	0.008	0	2.191	0.019	1	1.07	107.62	0.58	-5	6.983	0.006	17	107.62	0.58	-5	6.887	0.006	17	107.62	0.58	-5	3.56	0.008	1	114.83	0.63	-5	1.774	0.015	1
NGC5106	254	0.365197	-71.334072	200.248333	8.978333	J132059.57+085842.1	200.248236	8.9783658	10.49	0.022	39.490002	9.93	0.02	12.27	6.24	0.014	20.67	4.29	0.025	2.103	0	5	AAAA	10.51	0.006	0	0.261	9.968	0.006	0	0.319	6.318	0.006	0	0.825	4.207	0.01	1	0.576	11.302	0.006	0	10.821	0.006	0	7.802	0.007	0	5.303	0.011	1	10.771	0.006	0	10.287	0.006	0	7.143	0.006	0	4.783	0.01	1	10.514	0.006	0	10.036	0.006	0	6.774	0.006	0	4.492	0.011	17	10.377	0.006	0	9.909	0.006	0	6.561	0.006	0	4.335	0.012	17	10.297	0.006	0	9.839	0.006	0	6.44	0.006	0	4.258	0.013	17	10.244	0.006	1	9.795	0.006	1	6.371	0.006	1	4.208	0.015	17	10.207	0.006	1	9.764	0.006	1	6.331	0.006	1	4.173	0.017	17	10.179	0.006	1	9.741	0.006	1	6.307	0.007	1	4.153	0.02	17	0.54	22.26	0.59	30	10.285	0.006	1	22.26	0.59	30	9.833	0.006	1	22.26	0.59	30	6.445	0.006	1	26.51	0.69	30	4.509	0.011	17
NGC513	255	1.258429	-83.00667	21.112083	33.799444	J012426.79+334758.1	21.1116658	33.799487	10.079	0.022	48.220001	9.709	0.019	19.969999	6.265	0.014	29.059999	3.991	0.025	4.137	0	5	AAAA	10.057	0.006	0	0.261	9.682	0.006	0	0.319	6.29	0.006	0	0.825	3.901	0.008	1	0.576	10.887	0.006	0	10.569	0.006	0	7.811	0.006	0	5.019	0.008	1	10.318	0.006	0	10.001	0.006	0	7.115	0.006	0	4.477	0.008	1	10.022	0.005	0	9.712	0.006	0	6.71	0.006	0	4.181	0.008	1	9.859	0.005	1	9.557	0.006	1	6.468	0.006	1	4.025	0.008	1	9.768	0.005	1	9.47	0.006	1	6.325	0.006	1	3.953	0.009	1	9.716	0.005	1	9.42	0.006	1	6.243	0.006	1	3.92	0.01	1	9.685	0.006	1	9.391	0.006	1	6.195	0.006	1	3.905	0.012	1	9.666	0.006	1	9.372	0.006	1	6.168	0.006	1	3.898	0.014	1	0.4	22.66	0.63	70	9.728	0.005	1	22.66	0.63	70	9.436	0.006	1	22.66	0.63	70	6.284	0.006	1	26.99	0.74	70	4.149	0.008	1
NGC5231	256	0.737433	77.421209	203.950833	2.998889	J133548.24+025956.1	203.9510335	2.9989335	10.679	0.022	31.719999	10.121	0.02	9.887	7.13	0.016	5.743	4.918	0.028	0.9473	0	5	AAAA	10.621	0.006	0	0.261	10.096	0.006	0	0.319	7.089	0.007	0	0.825	4.832	0.015	1	0.576	11.429	0.006	0	10.949	0.006	0	8.561	0.008	0	5.913	0.016	1	10.882	0.006	0	10.415	0.006	0	7.914	0.007	0	5.408	0.015	1	10.586	0.006	0	10.149	0.006	0	7.552	0.007	0	5.119	0.016	1	10.402	0.006	0	9.995	0.006	0	7.344	0.007	0	4.969	0.018	1	10.274	0.006	0	9.893	0.006	16	7.223	0.007	0	4.905	0.021	1	10.179	0.006	1	9.817	0.006	17	7.152	0.008	1	4.884	0.026	1	10.104	0.006	1	9.758	0.006	17	7.111	0.008	1	4.886	0.031	1	10.045	0.006	1	9.712	0.006	17	7.084	0.009	1	4.891	0.037	1	0.5	21.14	0.69	-45	10.229	0.006	1	21.14	0.69	-45	9.86	0.006	17	21.14	0.69	-45	7.204	0.008	1	24.42	0.77	-45	5.149	0.016	1
NGC5252	257	1.949753	-72.76176	204.566667	4.5425	J133815.87+043233.5	204.5661478	4.5426605	9.203	0.022	6.472	8.374	0.019	3.011	6.356	0.015	1.274	4.462	0.026	0.8186	0	5	AAAA	9.221	0.005	0	0.261	8.391	0.005	0	0.319	6.347	0.006	0	0.825	4.437	0.011	1	0.576	9.904	0.006	0	9.171	0.006	0	7.771	0.006	0	5.506	0.011	0	9.482	0.005	0	8.71	0.005	0	7.172	0.006	0	5.013	0.011	1	9.299	0.005	0	8.52	0.005	0	6.843	0.006	0	4.726	0.011	1	9.202	0.005	0	8.432	0.005	0	6.659	0.006	0	4.577	0.013	1	9.14	0.005	0	8.384	0.005	0	6.555	0.006	0	4.509	0.015	1	9.096	0.006	0	8.352	0.005	0	6.495	0.006	0	4.472	0.017	1	9.062	0.006	1	8.328	0.005	1	6.46	0.006	1	4.451	0.02	1	9.035	0.006	1	8.31	0.006	1	6.438	0.006	1	4.438	0.024	1	0.55	39.86	0.51	15	9.001	0.006	1	39.86	0.51	15	8.29	0.006	17	39.86	0.51	15	6.425	0.006	1	42.52	0.56	15	4.538	0.014	1
NGC526A	258	0.531583	-41.34296	20.976667	-35.065556	J012354.37-350355.6	20.9765475	-35.0654447	9.201	0.023	5.983	8.408	0.02	4.428	5.887	0.015	2.112	3.587	0.023	0.7199	0	5	AAAA	9.254	0.006	0	0.261	8.42	0.005	0	0.319	5.902	0.006	0	0.825	3.57	0.008	1	0.576	9.916	0.006	0	9.196	0.006	0	7.334	0.006	0	4.642	0.008	1	9.515	0.006	0	8.739	0.005	0	6.727	0.006	0	4.146	0.008	1	9.361	0.005	1	8.56	0.005	1	6.398	0.006	1	3.859	0.008	1	9.292	0.005	1	8.486	0.005	1	6.213	0.006	1	3.712	0.009	1	9.253	0.005	1	8.449	0.005	1	6.109	0.006	1	3.647	0.01	1	9.225	0.006	1	8.426	0.005	1	6.05	0.006	1	3.617	0.011	1	9.203	0.006	1	8.409	0.005	1	6.016	0.006	1	3.604	0.013	1	9.183	0.006	1	8.395	0.005	1	5.996	0.006	1	3.598	0.015	1	0.08	14.67	0.85	-80	9.295	0.005	1	14.67	0.85	-80	8.491	0.005	1	14.67	0.85	-80	6.226	0.006	1	18.29	0.92	-80	4.082	0.008	1
NGC5273	259	1.072088	63.187474	205.534583	35.654167	J134208.37+353915.4	205.5349104	35.654301	10.217	0.022	37.740002	10.045	0.02	17.01	7.498	0.017	1.256	4.988	0.028	0.9634	0	5	AAAA	10.174	0.006	0	0.261	10.007	0.006	0	0.319	7.464	0.008	0	0.825	4.963	0.019	1	0.576	11.001	0.007	0	10.907	0.007	0	8.904	0.009	0	6.037	0.02	0	10.435	0.006	0	10.326	0.006	0	8.289	0.008	0	5.539	0.019	1	10.111	0.006	0	10.005	0.006	0	7.94	0.008	0	5.249	0.02	1	9.891	0.006	0	9.794	0.006	16	7.731	0.008	0	5.098	0.023	1	9.722	0.006	0	9.636	0.006	16	7.602	0.008	0	5.033	0.027	1	9.583	0.006	0	9.507	0.006	16	7.518	0.009	0	5.004	0.032	1	9.467	0.006	1	9.399	0.006	17	7.459	0.009	1	4.995	0.039	1	9.366	0.006	1	9.305	0.006	17	7.413	0.01	1	4.988	0.046	1	0.24	51.23	0.85	5	8.85	0.007	1	51.23	0.85	5	8.814	0.006	17	51.23	0.85	5	7.207	0.018	1	53.31	0.87	5	4.936	0.047	1
NGC5290	260	0.59736	-140.696709	206.33	41.7125	J134519.16+414244.5	206.3298592	41.7123716	9.436	0.023	48.720001	9.11	0.02	24.4	6.785	0.014	16.139999	4.815	0.027	3.713	0	5	AAAA	9.403	0.005	0	0.261	9.117	0.006	0	0.319	6.694	0.006	0	0.825	4.548	0.009	1	0.576	10.242	0.006	0	10.02	0.006	0	8.223	0.006	0	5.727	0.01	0	9.664	0.005	0	9.436	0.006	0	7.519	0.006	0	5.124	0.009	1	9.342	0.005	0	9.122	0.005	0	7.08	0.006	0	4.756	0.009	1	9.139	0.005	0	8.928	0.005	0	6.784	0.006	0	4.53	0.009	1	8.997	0.005	0	8.794	0.005	0	6.571	0.006	0	4.391	0.01	1	8.891	0.005	0	8.695	0.005	0	6.411	0.006	0	4.298	0.011	1	8.807	0.005	0	8.617	0.005	0	6.287	0.006	0	4.233	0.012	1	8.739	0.005	1	8.553	0.006	1	6.189	0.006	1	4.185	0.013	1	0.43	87.82	0.28	-85	8.287	0.005	1	87.82	0.28	-85	8.135	0.006	17	87.82	0.28	-85	5.602	0.006	1	107.27	0.39	-85	3.934	0.014	1
NGC5506	261	0.711446	-151.515111	213.312083	-3.2075	J141314.87-031227.6	213.3119889	-3.2076737	7.357	0.031	1.789	6.193	0.025	1.576	3.698	0.016	2.705	1.084	0.018	1.19	0	4	AAAA	7.819	0.005	16	0.261	6.561	0.005	16	0.319	3.752	0.005	16	0.825	1.045	0.006	1	0.576	8.533	0.005	16	7.369	0.005	16	5.187	0.005	16	2.113	0.006	1	8.08	0.005	16	6.88	0.005	16	4.577	0.005	16	1.621	0.006	1	7.897	0.005	16	6.678	0.005	16	4.242	0.005	16	1.335	0.006	1	7.806	0.005	16	6.59	0.005	16	4.051	0.005	16	1.186	0.006	1	7.751	0.005	16	6.545	0.005	16	3.944	0.005	16	1.122	0.006	1	7.711	0.005	17	6.517	0.005	17	3.883	0.005	16	1.093	0.006	1	7.678	0.005	17	6.496	0.005	17	3.849	0.005	17	1.082	0.007	1	7.65	0.005	17	6.48	0.005	17	3.828	0.005	17	1.078	0.007	1	0.53	73.61	0.33	90	7.489	0.005	17	73.61	0.33	90	6.406	0.005	17	73.61	0.33	90	3.761	0.005	17	89.92	0.45	90	1.027	0.007	1
NGC5548	262	0.908404	42.805106	214.497917	25.136667	J141759.54+250812.6	214.4981061	25.1368518	9.172	0.023	5.781	8.366	0.02	2.384	5.563	0.014	1.617	3.018	0.017	0.7714	dd00	5	AAAA	9.191	0.005	0	0.261	8.383	0.005	0	0.319	5.571	0.006	0	0.825	3.016	0.006	0	0.576	9.875	0.006	0	9.165	0.006	0	7.004	0.006	0	4.088	0.006	0	9.452	0.005	0	8.702	0.005	0	6.396	0.006	0	3.592	0.006	0	9.269	0.005	0	8.512	0.005	0	6.059	0.006	0	3.304	0.006	0	9.173	0.005	0	8.425	0.005	0	5.867	0.006	0	3.154	0.007	1	9.113	0.005	0	8.376	0.005	0	5.758	0.006	0	3.089	0.007	1	9.07	0.005	0	8.344	0.005	0	5.695	0.006	0	3.059	0.008	1	9.037	0.005	0	8.32	0.005	0	5.657	0.006	0	3.047	0.008	1	9.008	0.005	0	8.301	0.005	0	5.632	0.006	0	3.042	0.009	1	0.5	26.75	0.87	-40	9.006	0.005	0	26.75	0.87	-40	8.3	0.005	0	26.75	0.87	-40	5.631	0.006	0	28.86	0.89	-40	3.159	0.007	1
NGC5610	263	0.314743	73.910356	216.095417	24.614167	J142422.92+243651.0	216.0955091	24.6141909	10.161	0.023	19.280001	9.432	0.02	6.432	5.921	0.015	3.718	3.011	0.019	2.067	0	5	AAAA	10.14	0.006	0	0.261	9.434	0.006	0	0.319	5.925	0.006	0	0.825	2.954	0.006	1	0.576	10.889	0.006	0	10.247	0.006	0	7.378	0.006	0	4.046	0.006	1	10.401	0.006	0	9.753	0.006	0	6.75	0.006	0	3.53	0.006	1	10.144	0.005	0	9.517	0.006	0	6.385	0.006	0	3.223	0.006	1	9.978	0.005	0	9.382	0.006	0	6.157	0.005	0	3.059	0.006	1	9.853	0.005	0	9.287	0.006	0	6.008	0.006	0	2.982	0.006	1	9.754	0.005	1	9.214	0.006	1	5.903	0.006	0	2.945	0.007	17	9.678	0.006	1	9.157	0.006	1	5.828	0.006	1	2.93	0.007	17	9.622	0.006	1	9.114	0.006	1	5.775	0.006	1	2.924	0.008	17	0.46	39.24	0.41	90	9.587	0.006	1	39.24	0.41	90	9.092	0.006	1	39.24	0.41	90	5.761	0.006	0	44.5	0.51	90	3.03	0.006	1
NGC5674	264	1.210365	82.17629	218.4675	5.458333	J143352.28+052730.1	218.4678346	5.4583791	10.441	0.023	15.93	9.907	0.02	5.206	6.847	0.016	6.652	4.457	0.025	2.277	0	5	AAAA	10.441	0.006	0	0.261	9.914	0.006	0	0.319	6.773	0.006	0	0.825	4.261	0.011	0	0.576	11.182	0.006	0	10.734	0.006	0	8.268	0.007	0	5.423	0.012	0	10.702	0.006	0	10.233	0.006	0	7.598	0.006	0	4.837	0.011	0	10.46	0.006	0	9.995	0.006	0	7.187	0.006	0	4.468	0.011	1	10.299	0.006	0	9.853	0.006	0	6.904	0.006	0	4.248	0.011	1	10.167	0.006	0	9.742	0.006	0	6.689	0.006	0	4.127	0.012	1	10.047	0.006	0	9.644	0.006	0	6.515	0.006	0	4.062	0.014	1	9.94	0.006	0	9.557	0.006	0	6.374	0.006	0	4.028	0.016	1	9.852	0.006	0	9.485	0.006	0	6.261	0.006	0	4.012	0.019	1	0.33	37.85	0.83	25	9.697	0.006	1	37.85	0.83	25	9.357	0.007	17	37.85	0.83	25	6.058	0.006	1	39.38	0.85	25	4.082	0.013	1
NGC5683	265	0.625811	114.808611	218.718333	48.661944	J143452.45+483942.7	218.7185722	48.6618715	11.906	0.023	12.94	11.352	0.021	3.024	8.039	0.02	1.098	5.563	0.033	0.8811	0	5	AAAA	11.825	0.007	0	0.261	11.303	0.007	0	0.319	8.003	0.012	0	0.825	5.536	0.049	1	0.576	12.577	0.007	0	12.127	0.008	0	9.438	0.015	0	6.6	0.052	1	12.086	0.007	0	11.622	0.007	0	8.828	0.012	0	6.112	0.049	1	11.856	0.007	0	11.395	0.007	0	8.49	0.012	0	5.831	0.052	1	11.736	0.007	0	11.286	0.008	0	8.296	0.012	0	5.697	0.06	1	11.672	0.007	0	11.231	0.008	0	8.186	0.013	0	5.645	0.073	1	11.637	0.007	1	11.201	0.009	1	8.124	0.014	1	5.625	0.089	1	11.616	0.008	1	11.183	0.01	1	8.09	0.016	1	5.623	0.108	1	11.603	0.008	17	11.171	0.011	1	8.07	0.017	1	5.621	0.129	1	0.32	12.84	0.79	-5	11.835	0.007	0	12.84	0.79	-5	11.376	0.007	0	12.84	0.79	-5	8.461	0.012	0	17.48	0.89	-5	6.114	0.049	1
NGC5728	266	0.405389	-69.160767	220.599583	-17.253056	J144223.87-171510.8	220.5994731	-17.2530155	9.356	0.022	52.060001	9.026	0.019	25.129999	5.352	0.014	19.24	2.736	0.02	1.493	0	5	AAAA	9.4	0.005	0	0.261	9.078	0.006	0	0.319	5.461	0.006	0	0.825	2.701	0.008	0	0.576	10.244	0.006	0	9.977	0.006	0	6.943	0.006	0	3.785	0.008	0	9.661	0.005	0	9.397	0.006	0	6.286	0.006	0	3.277	0.008	0	9.344	0.005	0	9.093	0.006	0	5.916	0.005	0	2.984	0.008	0	9.144	0.005	0	8.91	0.006	0	5.697	0.005	0	2.824	0.008	1	8.996	0.005	0	8.782	0.006	0	5.565	0.006	0	2.746	0.009	1	8.879	0.005	0	8.682	0.006	0	5.482	0.006	0	2.703	0.01	1	8.781	0.005	0	8.6	0.006	0	5.426	0.006	0	2.676	0.012	1	8.699	0.005	0	8.532	0.006	0	5.384	0.006	0	2.656	0.013	1	0.96	80.51	0.47	32	8.079	0.006	1	80.51	0.47	32	7.962	0.006	1	80.51	0.47	32	4.96	0.006	1	88.77	0.54	32	2.511	0.012	1
NGC5899	267	0.694534	60.131202	228.763333	42.049722	J151503.25+420259.3	228.7635586	42.0498183	9.93	0.022	54.919998	9.652	0.02	23.91	6.602	0.014	20.26	4.02	0.023	12.08	0	5	AAAA	9.893	0.006	0	0.261	9.618	0.006	0	0.319	6.45	0.006	0	0.825	3.75	0.007	0	0.576	10.774	0.006	0	10.553	0.006	0	8.032	0.006	0	4.977	0.007	0	10.154	0.006	0	9.937	0.006	0	7.275	0.006	0	4.326	0.007	0	9.773	0.006	0	9.57	0.006	0	6.768	0.006	0	3.924	0.007	1	9.502	0.006	0	9.313	0.006	0	6.399	0.006	0	3.667	0.007	1	9.3	0.005	0	9.121	0.006	0	6.126	0.006	0	3.492	0.007	1	9.146	0.005	0	8.975	0.006	0	5.921	0.006	0	3.36	0.007	17	9.027	0.006	0	8.862	0.006	0	5.765	0.006	0	3.257	0.007	17	8.933	0.006	0	8.773	0.006	0	5.641	0.006	0	3.18	0.008	17	0.13	67.29	0.37	20	8.471	0.006	1	67.29	0.37	20	8.323	0.006	1	67.29	0.37	20	5.03	0.006	1	81.44	0.49	20	2.993	0.008	17
NGC5995	268	1.102366	-45.407425	237.104167	-13.757778	J154824.94-134527.2	237.1039422	-13.7575628	8.568	0.022	3.913	7.696	0.018	1.758	4.791	0.012	4.337	2.481	0.014	0.7779	HHH0	5	AAAA	8.597	0.005	17	0.261	7.741	0.005	1	0.319	4.875	0.006	1	0.825	2.424	0.006	1	0.576	9.27	0.005	1	8.521	0.005	1	6.313	0.006	1	3.5	0.006	1	8.858	0.005	17	8.06	0.005	1	5.7	0.006	1	3	0.006	1	8.69	0.005	17	7.873	0.005	1	5.359	0.006	1	2.711	0.006	1	8.608	0.005	17	7.791	0.005	1	5.165	0.006	1	2.562	0.007	1	8.56	0.005	17	7.748	0.005	1	5.051	0.006	1	2.497	0.007	1	8.527	0.005	17	7.721	0.005	1	4.984	0.006	1	2.467	0.008	1	8.504	0.005	17	7.702	0.005	17	4.943	0.006	1	2.456	0.008	1	8.488	0.005	17	7.689	0.005	17	4.918	0.006	1	2.452	0.009	1	0.51	24.81	0.89	-30	8.495	0.005	17	24.81	0.89	-30	7.695	0.005	17	24.81	0.89	-30	4.93	0.006	1	27.01	0.9	-30	2.6	0.006	1
NGC6221	269	6.292634	17.517147	253.1920833	-59.21861111	J165246.32-591301.0	253.193038	-59.2169531	8.835	0.022	4.25E+01	8.337	0.019	1.89E+01	4.064	0.014	1.37E+01	0.926	0.018	6.08E+00	0	5	AAAA	8.844	0.011	0	0.261	8.381	0.007	16	0.319	4.158	0.008	0	0.825	0.882	0.007	1	0.576	9.67	0.012	0	9.264	0.008	16	5.644	0.01	0	1.995	0.008	0	9.105	0.011	0	8.7	0.007	16	4.983	0.008	0	1.458	0.007	1	8.785	0.011	0	8.399	0.007	16	4.597	0.008	0	1.131	0.007	1	8.566	0.011	0	8.204	0.007	16	4.351	0.008	0	0.932	0.008	1	8.397	0.011	0	8.057	0.008	16	4.181	0.008	0	0.81	0.008	1	8.26	0.011	0	7.937	0.008	16	4.053	0.008	0	0.723	0.009	1	8.146	0.012	1	7.834	0.008	17	3.949	0.009	1	0.663	0.01	1	8.046	0.012	1	7.743	0.008	17	3.857	0.009	1	0.622	0.011	1	0.04	99.15	0.75	-7	6.817	0.011	1	99.15	0.75	-7	6.629	0.009	17	99.15	0.75	-7	2.756	0.009	1	103.43	0.77	-7	0.283	0.01	1
NGC6240	270	0.663159	-4.791299	253.245417	2.400833	J165258.89+022403.6	253.2454013	2.4010169	9.347	0.022	24.5	8.605	0.02	8.188	4.533	0.015	5.903	1.278	0.02	2.805	0	5	AAAA	9.378	0.005	0	0.261	8.645	0.006	0	0.319	4.596	0.006	0	0.825	1.281	0.006	0	0.576	10.132	0.006	0	9.467	0.006	0	6.048	0.006	0	2.36	0.006	0	9.639	0.005	0	8.964	0.006	0	5.421	0.006	0	1.857	0.006	0	9.39	0.005	0	8.732	0.005	0	5.072	0.006	0	1.564	0.006	1	9.236	0.005	16	8.608	0.005	0	4.869	0.006	0	1.41	0.006	1	9.13	0.005	16	8.529	0.005	0	4.75	0.006	0	1.342	0.006	1	9.051	0.005	16	8.474	0.005	0	4.68	0.006	0	1.311	0.006	1	8.992	0.005	16	8.433	0.005	0	4.639	0.006	0	1.3	0.007	1	8.946	0.005	16	8.401	0.005	0	4.614	0.006	0	1.296	0.007	1	0.56	40.06	0.58	15	8.86	0.005	17	40.06	0.58	15	8.347	0.006	1	40.06	0.58	15	4.586	0.006	1	42.74	0.63	15	1.351	0.006	1
NGC6300	271	0.337261	94.371063	259.247917	-62.820556	J171659.54-624914.0	259.2481212	-62.8205627	9.022	0.023	29.610001	7.952	0.021	5.257	4.579	0.015	3.473	1.689	0.017	0.924	0	5	AAAA	8.958	0.008	0	0.261	7.965	0.006	0	0.319	4.607	0.008	0	0.825	1.669	0.006	17	0.576	9.766	0.009	0	8.787	0.007	0	6.048	0.009	0	2.745	0.007	17	9.219	0.008	0	8.284	0.006	0	5.432	0.008	0	2.245	0.006	17	8.891	0.008	0	8.041	0.006	0	5.089	0.007	0	1.95	0.007	17	8.655	0.008	0	7.897	0.006	0	4.887	0.008	0	1.787	0.007	17	8.478	0.008	0	7.797	0.007	0	4.766	0.008	0	1.703	0.007	17	8.344	0.008	1	7.722	0.007	1	4.69	0.008	1	1.65	0.008	17	8.236	0.008	1	7.662	0.007	1	4.639	0.009	1	1.615	0.009	17	8.143	0.009	1	7.61	0.007	1	4.597	0.009	1	1.588	0.01	17	0.5	117.62	0.68	-62	6.714	0.008	17	117.62	0.68	-62	6.505	0.008	17	117.62	0.68	-62	3.327	0.009	1	124.51	0.73	-62	1.046	0.009	17
