Name,RA_(J2000),DEC_(J2000),RA_deg,DEC_deg,Redshift,Dist_[Mpc],BAT_Type
NGC5106,13h20m59.6s,+08d58m42s,200.2483333,8.978333333,0.031942,140.1477016,LINER
NGC513,01h24m26.9s,+33d47m58s,21.11208333,33.79944444,0.019544,84.96103734,Sy 2
NGC5231,13h35m48.2s,+02d59m56s,203.9508333,2.998888889,0.021759,94.74764164,Sy 2
NGC5252,13h38m16.0s,+04d32m33s,204.5666667,4.5425,0.022975,100.1338658,Sy 1.9
NGC526A,01h23m54.4s,-35d03m56s,20.97666667,-35.06555556,0.019097,82.98990826,Sy 1.5
NGC5273,13h42m08.3s,+35d39m15s,205.5345833,35.65416667,0.003549,16.5,Sy 1.9
NGC5290,13h45m19.2s,+41d42m45s,206.33,41.7125,0.008583,30.9,Sy 2
NGC5506,14h13m14.9s,-03d12m27s,213.3120833,-3.2075,0.006181,21.7,Sy 1.9
NGC5548,14h17m59.5s,+25d08m12s,214.4979167,25.13666667,0.017175,74.52930845,Sy 1.5
NGC5610,14h24m22.9s,+24d36m51s,216.0954167,24.61416667,0.016888,73.26800573,Sy 2
NGC5674,14h33m52.2s,+05d27m30s,218.4675,5.458333333,0.024931,108.8179769,Sy 1.9
NGC5683,14h34m52.4s,+48d39m43s,218.7183333,48.66194444,0.036222,159.4286631,Sy 1
NGC5728,14h42m23.9s,-17d15m11s,220.5995833,-17.25305556,0.009353,24.8,Sy 2
NGC5899,15h15m03.2s,+42d02m59s,228.7633333,42.04972222,0.008546,43.5,Sy 2
NGC5995,15h48m25.0s,-13d45m28s,237.1041667,-13.75777778,0.025194,109.9875128,Sy 2
NGC6221,16h52m46.1s,-59d13m07s,253.1920833,-59.21861111,0.004999,15.6,Sy 2
NGC6240,16h52m58.9s,+02d24m03s,253.2454167,2.400833333,0.02448,106.8134636,Sy 2
NGC6300,17h16m59.5s,-62d49m14s,259.2479167,-62.82055556,0.003699,13.1,Sy 2
NGC6552,18h00m07.3s,+66d36m54s,270.0304167,66.615,0.026492,115.766138,Sy 2
NGC6814,19h42m40.6s,-10d19m25s,295.6691667,-10.32361111,0.005214,22,Sy 1.5
NGC6860,20h08m46.9s,-61d06m01s,302.1954167,-61.10027778,0.014884,64.47583523,Sy 1
NGC7172,22h02m01.9s,-31d52m11s,330.5079167,-31.86972222,0.008683,33.9,Sy 2
NGC7213,22h09m16.3s,-47d10m00s,332.3179167,-47.16666667,0.005839,14.5,Sy 1.5
NGC7465,23h02m01.0s,+15d57m53s,345.5041667,15.96472222,0.006565,26.5,LINER
NGC7469,23h03m15.6s,+08d52m26s,345.815,8.873888889,0.016317,70.76018175,Sy 1.2
NGC7479,23h04m56.7s,+12d19m22s,346.23625,12.32277778,0.007942,31.5,Sy 2 LINER
NGC7582,23h18m23.5s,-42d22m14s,349.5979167,-42.37055556,0.005254,18.7,Sy 2
NGC7603,23h18m56.6s,+00d14m38s,349.7358333,0.243888889,0.029524,129.3067619,Sy 1.5
NGC7679,23h28m46.7s,+03d30m41s,352.1945833,3.511388889,0.017139,74.37106681,Sy 2
NGC788,02h01m06.4s,-06d48m56s,30.27666667,-6.815555556,0.013603,58.86943305,Sy 2
NGC931,02h28m14.5s,+31d18m42s,37.06041667,31.31166667,0.016652,72.23123927,Sy 1.5
NGC985,02h34m37.8s,-08d47m15s,38.6575,-8.7875,0.043143,190.8542649,Sy 1
PG2304+042,23h07m02.9s,+04d32m57s,346.7620833,4.549166667,0.042,185.6433584,Sy 1
PICTORA,05h19m49.7s,-45d46m44s,79.95708333,-45.77888889,0.035058,154.1733622,Sy 1 LINER
PKS2331-240,23h33m55.2s,-23d43m41s,353.48,-23.72805556,0.0477,211.7116855,Sy 2
SBS0915+556,09h19m13.2s,+55d27m55s,139.805,55.46527778,0.0494,219.5261589,Sy 2
SBS1301+540,13h03m59.5s,+53d47m30s,195.9979167,53.79166667,0.0299,130.9900663,Sy 1
SDSSJ104326.47+110524.2,10h43m26.5s,+11d05m24s,160.8604167,11.09,0.04758,211.1607636,Sy 1
SWIFTJ212745.6+565636,21h27m45.8s,+56d57m07s,321.9373,56.9444,0.0147,63.66988434,Sy 1
UGC01479,02h00m19.1s,+24d28m25s,30.07958333,24.47361111,0.016435,71.27826179,Sy 2
UGC03142,04h43m46.8s,+28d58m19s,70.945,28.97194444,0.021655,94.2874227,Sy 1
UGC03478,06h32m47.2s,+63d40m25s,98.19666667,63.67361111,0.012769,55.22513231,Sy 1.2
UGC03601,06h55m49.5s,+40d00m01s,103.95625,40.00027778,0.017122,74.29634453,Sy 1.5
UGC03995A,07h44m07.0s,+29d14m57s,116.0291667,29.24916667,0.015812,68.54400109,Sy 2 No X-ray Obs.
UGC05881,10h46m42.5s,+25d55m54s,161.6770833,25.93166667,0.020591,89.58306033,Sy 2
UGC06728,11h45m16.0s,+79d40m53s,176.3166667,79.68138889,0.006518,28.05563919,Sy 1.2
UGC07064,12h04m43.3s,+31d10m38s,181.1804167,31.17722222,0.024997,109.1114306,Sy 1.9
UGC08327NED02,13h15m17.3s,+44d24m26s,198.8220833,44.40722222,0.036553,160.9246628,Sy 2
UGC10593,16h52m18.9s,+55d54m20s,253.07875,55.90555556,0.02915,127.6333132,Sy 2
UGC11185NED02,18h16m11.5s,+42d39m37s,274.0479167,42.66027778,0.041205,182.0238608,Sy 2 Galaxy Pair
UGC12237,22h54m19.7s,+11d46m57s,343.5820833,11.7825,0.028273,123.7127398,Sy 2
UGC12282,22h58m55.5s,+40d55m53s,344.73125,40.93138889,0.016992,73.72500113,Sy 1.9
UGC12741,23h41m55.5s,+30d34m54s,355.48125,30.58166667,0.017445,75.71638992,Sy 2
UM614,13h49m52.8s,+02d04m45s,207.47,2.079166667,0.0327,143.5538683,Sy 1
VIIZw073,06h30m25.6s,+63d40m41s,97.60666667,63.67805556,0.041332,182.6018006,Sy 2
WKK1263,12h41m25.7s,-57d50m04s,190.3570833,-57.83444444,0.02443,106.5913147,Sy 1.5
WKK4374,14h51m33.1s,-55d40m38s,222.8879167,-55.67722222,0.018,78.15799328,Sy 2
WKK4438,14h55m17.4s,-51d34m15s,223.8225,-51.57083333,0.016,69.36884024,Sy 1 NL
WKK6092,16h11m51.4s,-60d37m55s,242.9641667,-60.63194444,0.015637,67.77640599,Sy 1
WKK6471,16h18m36.4s,-59d27m17s,244.6516667,-59.45472222,0.034627,152.2296526,Sy 1 NL
